run_id,approach,question_id,question,category,difficulty,required_knowledge_type,expected_answer,actual_answer,similarity_score,classification,latency_ms,tokens_input,tokens_output,estimated_cost,error
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q011,How does the appraisal-orchestrator-service coordinate between vehicle and property appraisals?,relational,medium,relational,"The appraisal-orchestrator-service acts as a router that determines which appraisal path to invoke based on the loan product type. For AutoCredit and AutoRefi products, it delegates to vehicle-appraisal-service which queries FIPE-API for pricing data. For HomeEquity and HomeRefi products, it delegates to property-appraisal-service which coordinates with InspecaoExpress for on-site inspections. Both paths produce an appraisal-report via the appraisal-report-service, normalizing the output regardless of collateral type.","Direct answer: `appraisal-orchestrator-service` coordinates appraisals by routing each `AppraisalOrder` to either `vehicle-appraisal-service` or `property-appraisal-service` based on `CollateralType`, while coordinating `InspectorAssignment` and tracking appraisal status.

Supporting details from the graph data:
- Purpose: “Orchestrates the collateral appraisal process by routing to the appropriate appraisal service (vehicle or property) based on collateral type and coordinating inspector assignments.”
- Primary entities: `AppraisalOrder`, `CollateralType`, `InspectorAssignment`
- It depends on:
  - `appraisal-orchestrator-service DEPENDS_ON property-appraisal-service`
  - `appraisal-orchestrator-service DEPENDS_ON vehicle-appraisal-service`
  - `appraisal-orchestrator-service DEPENDS_ON appraisal-report-service`
- It publishes:
  - `appraisal-orchestrator-service PUBLISHES appraisal_requested`
- It consumes:
  - `appraisal-orchestrator-service CONSUMES credit_approved`
  - `appraisal-orchestrator-service CONSUMES property_appraised`
  - `appraisal-orchestrator-service CONSUMES vehicle_appraised`
- Relevant endpoints:
  - `POST /api/v1/appraisals`
  - `GET /api/v1/appraisals/{proposalId}`
  - `GET /api/v1/appraisals/{id}/status`

The graph does not provide more detailed internal routing logic beyond the use of `CollateralType`.",0.41729729729729725,correct,5405.789791999268,1307,472,0.013615,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q012,Which services in the registry domain depend on external integrations?,relational,easy,relational,"In the registry domain, the detran-integration-service depends on the external DETRAN-API for vehicle lien registration, and the cartorio-integration-service depends on the external Cartorio-Digital API for property lien registration. The registry-orchestrator-service coordinates these integrations, and registry-tracker-service monitors the status of registry requests which can take days to complete externally.","The graph data does not contain enough information to determine which Registry-domain services depend on external integrations.

Supporting details from the graph data:
- Registry-domain services listed:
  - `registry-orchestrator-service → BELONGS_TO_DOMAIN → Registry`
  - `detran-integration-service → BELONGS_TO_DOMAIN → Registry`
  - `cartorio-integration-service → BELONGS_TO_DOMAIN → Registry`
  - `registry-tracker-service → BELONGS_TO_DOMAIN → Registry`
- The provided relationships only show:
  - `USES_DATABASE → registry_db`
  - ownership by `team-registry`
- No `DEPENDS_ON`, `CALLS`, or external integration relationship is provided for these services.",0.5117150890346767,partial,4984.812124996097,634,331,0.008135,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q013,"What is the data flow between document-upload-service, ocr-worker, and document-classifier-service?",relational,easy,relational,"When a customer uploads a document, the document-upload-service stores the raw file in S3 and publishes a document_uploaded event. The ocr-worker consumes this event, extracts text content from the document image using OCR, and publishes a document_ocr_completed event. The document-classifier-service then consumes the OCR output and classifies the document type (e.g., income proof, vehicle registration, property deed) based on its content, publishing a document_classified event for downstream processing by document-validation-service.","Direct answer:  
`document-upload-service` publishes `documents_uploaded`; both `ocr-worker` and `document-classifier-service` consume/use that upload flow. `ocr-worker` extracts OCR data from uploaded documents, and `document-classifier-service` depends on `ocr-worker` to classify documents using OCR-extracted text.

Supporting details from the graph data:
1. `document-upload-service`
   - Purpose: handles secure upload and triggers classification.
   - `PUBLISHES → documents_uploaded`
   - `USED BY → ocr-worker`
   - `ocr-worker → DEPENDS_ON` appears as an incoming relationship.

2. `ocr-worker`
   - `CONSUMES → documents_uploaded`
   - `DEPENDS_ON → document-upload-service`
   - Purpose: asynchronously processes uploaded documents through OCR to extract text and structured fields.
   - Used by `document-classifier-service`.

3. `document-classifier-service`
   - `CONSUMES → documents_uploaded`
   - `DEPENDS_ON → ocr-worker`
   - Purpose: classifies uploaded documents using ML models and OCR-extracted text.
   - `PUBLISHES → documents_classified`

Important limitation: the graph does not show an explicit event published by `ocr-worker`; it only shows that `document-classifier-service` `DEPENDS_ON → ocr-worker`.",0.4554913294797688,correct,6887.224167003296,1796,489,0.016315,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q014,How does the Saga pattern apply to the contract-registry-disbursement flow at CredityFlow?,relational,hard,architectural,"CredityFlow implements the Saga pattern to coordinate the contract signing, lien registry, and disbursement steps as a distributed transaction. After the contract is digitally signed via digital-signature-service, the registry-orchestrator-service initiates lien registration with DETRAN-API or Cartorio-Digital. Only after successful registry confirmation does the disbursement-service release funds via bank-transfer-integration with BancoParceiro. If any step fails, compensating transactions are triggered: a failed registry rolls back the contract status, and a failed disbursement triggers re-evaluation. This ensures data consistency without requiring a distributed two-phase commit.","The graph data does not contain enough information to explain how the Saga pattern applies to a `contract-registry-disbursement` flow at CredityFlow.

Supporting details from the graph data:
- In the `Contract` domain, the graph lists:
  - `contract-generation-service`: generates loan contract documents from templates with approved terms and customer data.
  - `compliance-check-service`: validates contracts against regulatory requirements before signature.
  - `digital-signature-service`: sends contracts for electronic signature via external providers and tracks completion.
- The graph does **not** include:
  - a `contract-registry` service
  - a `disbursement` service
  - any Saga orchestration/choreography relationships
  - any explicit contract-to-registry-to-disbursement flow

Therefore, the Saga pattern cannot be described for this flow using the provided graph data.",0.45699614890885754,partial,5457.312250000541,334,326,0.00656,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q015,Why did CredityFlow choose event-driven choreography instead of centralized orchestration for the lending pipeline?,explanatory,hard,architectural,"CredityFlow chose event-driven choreography for the main lending pipeline to achieve loose coupling between domains, allowing each team to develop and deploy independently. Choreography avoids a single orchestrator becoming a bottleneck or single point of failure across the entire pipeline. Each domain reacts to events and publishes its own events, enabling parallel processing where possible. However, for tightly coupled sub-flows like the contract-registry-disbursement sequence, they use the Saga pattern with local orchestration where strict ordering and compensating transactions are needed.","The graph data does not contain enough information to explain why CredityFlow chose event-driven choreography instead of centralized orchestration for the lending pipeline.

Supporting details from the graph data:
- `lead-intake-service` ingests and stores new loan leads.
- `document-store-service` provides centralized document storage and retrieval.
- `liveness-worker` performs liveness detection.
- `fraud-bureau-integration` fetches fraud data from external bureaus.
- `credit-policy-service` evaluates credit scores against lending policies.

No service relationships, event-driven choreography, centralized orchestration, or lending pipeline architecture decisions are described in the provided graph.",0.5145482388973966,correct,2932.1653329971014,277,174,0.003995,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q016,Why does CredityFlow separate biometrics-capture-service from liveness-worker and face-match-service?,explanatory,hard,architectural,"CredityFlow separates these services to follow the single-responsibility principle and enable independent scaling. The biometrics-capture-service handles real-time interaction with the customer's device to capture images, requiring low latency. The liveness-worker performs computationally intensive anti-spoofing analysis asynchronously, allowing it to scale based on processing queue depth. The face-match-service compares the captured face against the document photo, which is a distinct ML workload. This separation also allows each component to be updated independently as biometric technology evolves.","CredityFlow separates them because they have distinct responsibilities in the biometric verification flow:

- `biometrics-capture-service` manages the biometric capture workflow and coordinates verification.
- `liveness-worker` performs liveness detection on captured biometric data.
- `face-match-service` compares the captured selfie with the identity document photo and returns the match decision.

Supporting details from the graph data:

- `biometrics-capture-service`
  - Purpose: “Manages the biometric data capture workflow including selfie photos and video sessions. Coordinates liveness detection and face matching steps for identity verification.”
  - `PUBLISHES → biometrics_captured`
  - `DEPENDS_ON → customer-service`
  - `DEPENDS_ON → document-store-service`
  - Incoming: `liveness-worker → DEPENDS_ON`

- `liveness-worker`
  - Purpose: “Processes captured biometric data to verify the subject is a live person and not a photo, video replay, or mask attack.”
  - `CONSUMES → biometrics_captured`
  - `DEPENDS_ON → biometrics-capture-service`
  - `PUBLISHES → liveness_verified`

- `face-match-service`
  - Purpose: “Compares the captured selfie against the photo extracted from the identity document.”
  - `CONSUMES → liveness_verified`
  - `DEPENDS_ON → liveness-worker`
  - `DEPENDS_ON → document-store-service`
  - `PUBLISHES → face_match_completed`

So the graph shows a staged pipeline: `biometrics-capture-service` captures and emits `biometrics_captured`, `liveness-worker` consumes it and emits `liveness_verified`, then `face-match-service` consumes `liveness_verified` and emits `face_match_completed`.",0.39418710263396917,correct,7060.243375002756,1663,417,0.01457,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q017,Why does the credit-analysis domain use the CQRS pattern?,explanatory,medium,architectural,"The credit-analysis domain uses CQRS to separate the write path (credit scoring computations involving ML models, bureau data aggregation, and income verification) from the read path (querying existing scores for decision-making, reporting, and audit). This separation allows the write side to run complex, resource-intensive computations on dedicated infrastructure while the read side serves fast queries from optimized read models. It also enables the credit-decision-service to query historical scores without impacting ongoing scoring operations, and supports regulatory requirements for audit trails of scoring decisions.","The graph data does not contain enough information to explain why the Credit Analysis domain uses the CQRS pattern.

Supporting details from the graph data:
- Services in `Credit Analysis` include:
  - `credit-bureau-integration` → `BELONGS_TO_DOMAIN → Credit Analysis`
  - `income-verification-service` → `BELONGS_TO_DOMAIN → Credit Analysis`
  - `credit-scoring-engine` → `BELONGS_TO_DOMAIN → Credit Analysis`
  - `credit-policy-service` → `BELONGS_TO_DOMAIN → Credit Analysis`
- The graph shows event-driven relationships such as:
  - `credit-scoring-engine` → `PUBLISHES → credit_scored`
  - `credit-policy-service` → `CONSUMES → credit_scored`
  - `credit-policy-service` → `PUBLISHES → credit_policy_evaluated`
- However, there is no explicit relationship, architecture note, or service metadata indicating use of `CQRS` or the reason for using it.",0.42155525238744884,partial,4553.535208004178,1891,268,0.013475,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q018,Why does CredityFlow use a dedicated notification-template-service instead of embedding templates in the notification-service?,explanatory,medium,architectural,"CredityFlow separates the notification-template-service to allow business and compliance teams to manage notification content independently of the delivery infrastructure. Templates can be versioned, A/B tested, and updated without redeploying the notification-service. This also supports regulatory requirements where notification wording must be reviewed and approved. The notification-service focuses on delivery channels (email, SMS, push) and retry logic, while the template service handles content rendering, localization, and variable interpolation.","CredityFlow uses a dedicated `notification-template-service` because template management is a separate concern from notification delivery in the service graph.

Supporting details from the graph data:
- `notification-template-service` purpose: manages notification templates with **variable substitution, localization, and A/B testing of message variants**.
- `notification-service` purpose: sends notifications across **email, SMS, push, and WhatsApp**, and manages **delivery tracking and retry logic**.
- `notification-service → DEPENDS_ON → notification-template-service`, showing delivery relies on the template service rather than owning template logic itself.
- `notification-template-service → USES_DATABASE → notification_templates_db`, indicating templates are stored and managed separately.
- `notification-service → USES_DATABASE → notification_db`, indicating delivery data is stored separately from template data.

In short: the graph shows a separation between **Template Management** (`notification-template-service`) and **Notification Delivery** (`notification-service`).",0.47108947048082767,correct,4894.881750005879,1408,290,0.01139,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q019,How does the feature-flag-service integrate with LaunchDarkly to support gradual rollouts?,explanatory,medium,operational,"The feature-flag-service acts as an internal abstraction layer over LaunchDarkly, providing a consistent API for all CredityFlow services to query feature flags. It caches flag states in Redis to reduce external API calls and provide resilience if LaunchDarkly is unavailable. Services query the feature-flag-service to determine whether new features, policy changes, or experimental flows should be enabled for specific customer segments. This enables gradual rollouts of new credit policies, product rules, or UI features with the ability to quickly disable them if issues are detected.","The graph data does not show any integration between `feature-flag-service` and LaunchDarkly.

Supporting details from the graph data:
- `feature-flag-service` provides centralized feature flag management for controlled rollouts, A/B testing, and kill switches.
- It supports user-level, percentage-based, and environment-based targeting.
- It uses `feature_flags_cache` via `feature-flag-service → USES_DATABASE → feature_flags_cache`.
- No relationship such as `feature-flag-service → INTEGRATES_WITH → LaunchDarkly` is present in the graph.

So, while `feature-flag-service` supports gradual rollouts, the graph does not contain enough information to say it integrates with LaunchDarkly.",0.46394984326018807,correct,4151.004291998106,1458,212,0.01047,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q020,"Why does CredityFlow encrypt PII at rest and in transit, and which services are most affected?",explanatory,hard,mixed,"CredityFlow encrypts PII at rest and in transit to comply with LGPD (Brazil's data protection law) and financial sector regulations. Services most affected include lead-intake-service and customer-service (which store personal identity data), proposal-service (which stores financial information), document-store-service (which stores scanned identity documents), and biometrics-capture-service (which handles biometric data). The encryption adds operational complexity including key rotation management and performance overhead for encryption/decryption operations, but is a non-negotiable regulatory requirement for a lending fintech.","CredityFlow encrypts PII because the graph shows `auth-service` **contains PII**, exposes external APIs, manages sessions/API keys/JWT tokens, and stores data in `auth_db` and `auth_session_cache`. The graph does **not** explicitly state encryption policies, compliance drivers, or implementation details.

Services most affected from the retrieved data:

1. `auth-service` — primary affected service because it is flagged as `contains PII` and `exposes external API`.
2. Consumers/dependents of `auth-service` are affected by secure handling in transit:
   - `customer-portal-bff → DEPENDS_ON → auth-service`
   - `backoffice-bff → DEPENDS_ON → auth-service`
   - `auth-service` is used by: `biometrics-capture-service`, `customer-service`, `document-store-service`, `document-upload-service`, `lead-intake-service`, plus `customer-portal-bff` and `backoffice-bff`.

Supporting graph details:
- `auth-service` purpose: centralized authentication, authorization, sessions, API keys, and service-to-service authentication via JWT tokens.
- `auth-service → USES_DATABASE → auth_db`
- `auth-service → USES_DATABASE → auth_session_cache`
- Flags: `exposes external API`, `contains PII`
- Criticality: `high`",0.40284619594964416,partial,8019.484709002427,477,473,0.00948,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q021,Why does the collections domain include both a negotiation-engine-service and a renegotiation-simulation-service?,explanatory,hard,architectural,"The negotiation-engine-service and renegotiation-simulation-service serve different purposes in the collections workflow. The negotiation-engine-service handles real-time negotiation with delinquent customers, applying business rules to determine acceptable payment terms and discount thresholds. The renegotiation-simulation-service allows customers or agents to explore hypothetical renegotiation scenarios (different terms, rates, or payment schedules) without committing, providing transparency and informed decision-making. Separating simulation from execution prevents accidental modifications to live contracts and allows the simulation logic to be more permissive in what it explores.","Direct answer:  
The Collections domain includes both because they serve different collections workflows:

- `negotiation-engine-service` handles debt negotiation offers for delinquent borrowers.
- `renegotiation-simulation-service` handles simulation of renegotiation scenarios for eligible borrowers before selection/acceptance.

Supporting details from the graph data:

- `negotiation-engine-service`
  - `BELONGS_TO_DOMAIN → Collections`
  - Subdomain: `Debt Negotiation`
  - Purpose: generates and manages debt negotiation offers, calculates discount options and new payment plans, and tracks negotiation outcomes.
  - `CONSUMES → overdue_installment`
  - `PUBLISHES → negotiation_offered`
  - `PUBLISHES → negotiation_accepted`

- `renegotiation-simulation-service`
  - `BELONGS_TO_DOMAIN → Collections`
  - Subdomain: `Renegotiation`
  - Purpose: simulates renegotiation scenarios for eligible borrowers with different term, rate, and discount combinations.
  - `CONSUMES → renegotiation_eligible`
  - `DEPENDS_ON → renegotiation-eligibility-service`
  - `PUBLISHES → renegotiation_simulated`

Both are owned by the same team:

- `team-collections → OWNS → negotiation-engine-service`
- `team-collections → OWNS → renegotiation-simulation-service`

So, the graph shows they coexist because `negotiation-engine-service` manages concrete debt negotiation offers and outcomes, while `renegotiation-simulation-service` focuses on generating borrower-selectable renegotiation scenarios.",0.4666977177456917,correct,7678.506958007347,1051,491,0.01262,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q022,What would happen if the ocr-worker experienced a prolonged outage?,impact,hard,mixed,"A prolonged ocr-worker outage would block the entire document processing pipeline. Uploaded documents would accumulate in the SQS queue as unprocessed items. Without OCR, the document-classifier-service cannot classify documents, and the document-validation-service cannot validate them. This would stall onboarding for new loan applications since required documents (identity, income proof, collateral documentation) could not be verified. The impact would cascade to credit analysis (which needs validated documents), appraisal (which needs collateral documentation), and ultimately delay disbursement. The backoffice-bff might need to provide a manual document entry workaround.","A prolonged outage of `ocr-worker` would stop asynchronous OCR processing for uploaded documents, preventing extraction of text and structured fields such as name, CPF, and income values. This would directly impact `document-classifier-service`, which depends on `ocr-worker`, and disrupt document processing for the supported products.

Supporting details from the graph data:
- `ocr-worker` consumes `documents_uploaded` events via the `document-uploads` Kafka topic.
- `ocr-worker` purpose: processes uploaded documents through OCR and produces `OcrResult`, `ExtractedField`, and `OcrJob` data.
- `document-classifier-service → DEPENDS_ON → ocr-worker`, so classification would be blocked or degraded when OCR output is unavailable.
- `ocr-worker` supports products:
  - `AutoCredit`
  - `HomeEquity`
  - `AutoRefi`
  - `HomeRefi`
  - `TopUp`
  - `Renegotiation`
- `ocr-worker` depends on `document-store-service` and `document-upload-service`, but the graph does not state that those services would be unavailable during an `ocr-worker` outage.",0.45104895104895104,correct,7033.657541993307,410,378,0.00772,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q023,What is the impact of the credit-bureau-integration service being unavailable?,impact,hard,mixed,"If the credit-bureau-integration service (which connects to ServicosBureau) is unavailable, the credit analysis flow is blocked. The credit-scoring-engine cannot compute accurate credit scores without bureau data, and the income-verification-service may lose a key data source for cross-referencing declared income. This would prevent credit-decision-service from making approval decisions, effectively pausing all new loan originations. Existing loans in collections or renegotiation would not be affected since they already have historical credit data. The system might fall back to cached bureau data if available, but fresh applications would need to queue until the integration is restored.","Direct impact: **credit-scoring-engine** and **income-verification-service** may be impacted because they depend on **credit-bureau-integration** for bureau credit data.

Supporting details from the graph data:
- **credit-bureau-integration** purpose: fetches credit reports, score histories, and outstanding debt information for loan applicants.
- Incoming dependencies:
  - **credit-scoring-engine → DEPENDS_ON → credit-bureau-integration**
  - **income-verification-service → DEPENDS_ON → credit-bureau-integration**
- Event impact:
  - **credit-bureau-integration CONSUMES → credit_check_started**
  - **credit-bureau-integration CONSUMES → fraud_cleared**
  - **credit-bureau-integration PUBLISHES → bureau_data_fetched**
  - If unavailable, **bureau_data_fetched** may not be published.
- API impact:
  - `POST /api/v1/bureau/credit-check`
  - `GET /api/v1/bureau/credit-check/{requestId}`
  - `GET /api/v1/bureau/reports/{customerId}`
- Product scope supported by this service:
  - **AutoCredit**
  - **HomeEquity**
  - **AutoRefi**
  - **HomeRefi**
  - **TopUp**
  - **Renegotiation**

The graph marks **credit-bureau-integration** as **high criticality** and flags it as containing **PII** and **financial data**.",0.4116710875331565,correct,5765.635292002116,1889,444,0.016105,
structured__gpt-5-5__r3__20260624T003148-46cae8,structured,Q024,How would a Kong API Gateway failure affect CredityFlow's operations?,impact,medium,architectural,"A Kong API Gateway failure would block all external-facing traffic, making the customer-portal-bff and any public APIs inaccessible. Customers would be unable to submit applications, upload documents, sign contracts, or make payments through the portal. However, internal service-to-service communication via Istio service mesh would continue to function, meaning in-progress loan applications already in the pipeline could continue processing. The backoffice-bff might also be affected if it routes through Kong, impacting internal operations. Recovery would require restoring the gateway or routing traffic through a backup ingress.","The graph data does not contain enough information to determine how a Kong API Gateway failure would affect CredityFlow's operations.

Supporting details from the graph data:
- Domain: `Backoffice`
- Service: `backoffice-bff`
- Description: `Aggregates backend data for the internal backoffice operations application.`

Service names and relationships cited:
- `backoffice-bff` belongs to `Backoffice`
- No `Kong API Gateway` service or relationship is present in the provided graph data.",0.4910714285714286,partial,3907.555041005253,154,143,0.002915,
