run_id,approach,question_id,question,category,difficulty,required_knowledge_type,expected_answer,actual_answer,similarity_score,classification,latency_ms,tokens_input,tokens_output,estimated_cost,error
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q011,How does the appraisal-orchestrator-service coordinate between vehicle and property appraisals?,relational,medium,relational,"The appraisal-orchestrator-service acts as a router that determines which appraisal path to invoke based on the loan product type. For AutoCredit and AutoRefi products, it delegates to vehicle-appraisal-service which queries FIPE-API for pricing data. For HomeEquity and HomeRefi products, it delegates to property-appraisal-service which coordinates with InspecaoExpress for on-site inspections. Both paths produce an appraisal-report via the appraisal-report-service, normalizing the output regardless of collateral type.","**Direct answer:**  
The appraisal-orchestrator-service coordinates between vehicle and property appraisals by routing to the appropriate appraisal service (property-appraisal-service or vehicle-appraisal-service) based on collateral type and by coordinating inspector assignments.

**Supporting details from the graph data:**  
- Purpose explicitly states it ""orchestrates the collateral appraisal process by routing to the appropriate appraisal service (vehicle or property) based on collateral type and coordinating inspector assignments.""  
- It depends on both property-appraisal-service and vehicle-appraisal-service (outgoing DEPENDS_ON relationships).  
- It consumes the events property_appraised and vehicle_appraised (CONSUMES relationships).  
- It publishes the event appraisal_requested.  
- Primary entities include CollateralType (used for routing) and InspectorAssignment.  
- All three services (appraisal-orchestrator-service, property-appraisal-service, vehicle-appraisal-service) belong to the Appraisal domain and use the appraisal_db database.  
- The orchestrator is used by proposal-service and contract-generation-service, and is owned by team-appraisal.  

Service names and relationships are cited exactly as they appear in the provided graph.",0.43404735062006755,correct,6751.9588339928305,1386,229,0.005062,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q012,Which services in the registry domain depend on external integrations?,relational,easy,relational,"In the registry domain, the detran-integration-service depends on the external DETRAN-API for vehicle lien registration, and the cartorio-integration-service depends on the external Cartorio-Digital API for property lien registration. The registry-orchestrator-service coordinates these integrations, and registry-tracker-service monitors the status of registry requests which can take days to complete externally.","**Direct answer:** The retrieved service graph data does not contain information about dependencies on external integrations (or any DEPENDS_ON relationships) for services in the Registry domain.

**Supporting details from the graph data:**
- The following services belong to the Registry domain via `BELONGS_TO_DOMAIN`:
  - registry-orchestrator-service
  - detran-integration-service
  - cartorio-integration-service
  - registry-tracker-service
- All four services use the same database via `USES_DATABASE` → registry_db.
- team-registry `OWNS` all four services.
- No other relationships (e.g., DEPENDS_ON, external integrations, or API dependencies) are listed for any Registry-domain service in the provided data.",0.5658362989323844,correct,6452.319042000454,736,146,0.002932,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q013,"What is the data flow between document-upload-service, ocr-worker, and document-classifier-service?",relational,easy,relational,"When a customer uploads a document, the document-upload-service stores the raw file in S3 and publishes a document_uploaded event. The ocr-worker consumes this event, extracts text content from the document image using OCR, and publishes a document_ocr_completed event. The document-classifier-service then consumes the OCR output and classifies the document type (e.g., income proof, vehicle registration, property deed) based on its content, publishing a document_classified event for downstream processing by document-validation-service.","**Direct answer:**  
document-upload-service publishes the `documents_uploaded` event after a document is uploaded. ocr-worker consumes this event and depends on document-upload-service to perform OCR extraction. document-classifier-service consumes the same `documents_uploaded` event and depends on ocr-worker to receive the OCR-extracted text for classification.

**Supporting details from the graph data:**  
- document-upload-service PUBLISHES → documents_uploaded (and its purpose states it ""triggers classification"").  
- ocr-worker CONSUMES → documents_uploaded and DEPENDS_ON → document-upload-service (its purpose states it ""feeds extracted data to the classifier"").  
- document-classifier-service CONSUMES → documents_uploaded and DEPENDS_ON → ocr-worker (its purpose states it classifies ""using ML models and OCR-extracted text"").  

These relationships are the only connections shown between the three services in the provided service graph.",0.5650708024275117,correct,17441.57945900224,1893,187,0.005656,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q014,How does the Saga pattern apply to the contract-registry-disbursement flow at CredityFlow?,relational,hard,architectural,"CredityFlow implements the Saga pattern to coordinate the contract signing, lien registry, and disbursement steps as a distributed transaction. After the contract is digitally signed via digital-signature-service, the registry-orchestrator-service initiates lien registration with DETRAN-API or Cartorio-Digital. Only after successful registry confirmation does the disbursement-service release funds via bank-transfer-integration with BancoParceiro. If any step fails, compensating transactions are triggered: a failed registry rolls back the contract status, and a failed disbursement triggers re-evaluation. This ensures data consistency without requiring a distributed two-phase commit.","**Direct answer:** The provided service graph contains no information about the Saga pattern or any contract-registry-disbursement flow.

**Supporting details from the graph data:**  
The graph only defines the following domains and services:  
- [Domain] Onboarding → proposal-service (manages loan proposal lifecycle and orchestrates initial origination steps)  
- [Domain] Biometrics → biometrics-capture-service (orchestrates biometric data capture and identity verification workflows)  
- [Domain] Fraud Prevention → device-fingerprint-service (analyzes device signals and fingerprints)  
- [Domain] Appraisal → appraisal-orchestrator-service and property-appraisal-service  
- [Domain] Contract → contract-generation-service, compliance-check-service, and digital-signature-service  

No services named contract-registry or disbursement appear, and no orchestration patterns (including Saga) are described. The graph data is insufficient to answer the question.",0.44972577696526506,partial,4697.461999996449,444,178,0.002668,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q015,Why did CredityFlow choose event-driven choreography instead of centralized orchestration for the lending pipeline?,explanatory,hard,architectural,"CredityFlow chose event-driven choreography for the main lending pipeline to achieve loose coupling between domains, allowing each team to develop and deploy independently. Choreography avoids a single orchestrator becoming a bottleneck or single point of failure across the entire pipeline. Each domain reacts to events and publishes its own events, enabling parallel processing where possible. However, for tightly coupled sub-flows like the contract-registry-disbursement sequence, they use the Saga pattern with local orchestration where strict ordering and compensating transactions are needed.","**Direct answer:** The provided service graph contains no information about CredityFlow's choice of event-driven choreography versus centralized orchestration for the lending pipeline.

**Supporting details from the graph data:**  
The graph only lists the following domains and services with their basic responsibilities:  
- [Domain] Onboarding → Service: lead-intake-service (Ingests and stores new loan leads from all acquisition channels)  
- [Domain] Document Management → Service: document-store-service (Centralized document storage and retrieval with encryption and retention management)  
- [Domain] Biometrics → Service: liveness-worker (Performs liveness detection on biometric captures to prevent spoofing attacks)  
- [Domain] Fraud Prevention → Service: fraud-bureau-integration (Fetches fraud data from external bureaus like Serasa Experian and Quod)  
- [Domain] Credit Analysis → Service: credit-policy-service (Evaluates credit scores against lending policies to determine eligible loan terms)  

No architectural patterns, event flows, orchestration mechanisms, or decision rationales are described.",0.4547591069330201,partial,4227.8359579941025,391,211,0.002892,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q016,Why does CredityFlow separate biometrics-capture-service from liveness-worker and face-match-service?,explanatory,hard,architectural,"CredityFlow separates these services to follow the single-responsibility principle and enable independent scaling. The biometrics-capture-service handles real-time interaction with the customer's device to capture images, requiring low latency. The liveness-worker performs computationally intensive anti-spoofing analysis asynchronously, allowing it to scale based on processing queue depth. The face-match-service compares the captured face against the document photo, which is a distinct ML workload. This separation also allows each component to be updated independently as biometric technology evolves.","**Direct answer:**  
CredityFlow separates biometrics-capture-service from liveness-worker and face-match-service to isolate the capture/coordination workflow from specialized liveness detection and face-matching processing, as shown by their distinct subdomains, purposes, event flows, and implementation details.

**Supporting details from the graph data:**  
- biometrics-capture-service (Domain: Biometrics, Subdomain: Biometric Collection) ""Manages the biometric data capture workflow including selfie photos and video sessions. Coordinates liveness detection and face matching steps for identity verification."" It uses REST API style, is implemented in Kotlin/Spring Boot, publishes biometrics_captured, and consumes face_match_completed.  
- liveness-worker (Subdomain: Liveness Detection) ""Processes captured biometric data to verify the subject is a live person and not a photo, video replay, or mask attack."" It is event-driven, implemented in Python/FastAPI, consumes biometrics_captured, publishes liveness_verified, and depends on biometrics-capture-service.  
- face-match-service (Subdomain: Face Matching) ""Compares the captured selfie against the photo extracted from the identity document to confirm the applicant is who they claim to be."" It uses REST, is implemented in Python/FastAPI, consumes liveness_verified, publishes face_match_completed, and depends on both biometrics-capture-service and liveness-worker.  

**Service names and relationships cited explicitly:**  
- biometrics-capture-service PUBLISHES biometrics_captured (consumed by liveness-worker) and CONSUMES face_match_completed.  
- liveness-worker CONSUMES biometrics_captured and PUBLISHES liveness_verified (consumed by face-match-service).  
- face-match-service DEPENDS_ON biometrics-capture-service and liveness-worker; biometrics-capture-service DEPENDS_ON face-match-service.  
- All three belong to the Biometrics domain and are owned by team-identity, but differ in API style (rest vs event-driven), language/framework (Kotlin/Spring Boot vs Python/FastAPI), and database usage (PostgreSQL vs Redis for liveness-worker).  

The graph data does not contain an explicit ""reason"" statement beyond these structural and purpose differences.",0.3351082712105077,correct,13933.598374991561,1749,451,0.008008,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q017,Why does the credit-analysis domain use the CQRS pattern?,explanatory,medium,architectural,"The credit-analysis domain uses CQRS to separate the write path (credit scoring computations involving ML models, bureau data aggregation, and income verification) from the read path (querying existing scores for decision-making, reporting, and audit). This separation allows the write side to run complex, resource-intensive computations on dedicated infrastructure while the read side serves fast queries from optimized read models. It also enables the credit-decision-service to query historical scores without impacting ongoing scoring operations, and supports regulatory requirements for audit trails of scoring decisions.","**The retrieved service graph does not contain any information about the credit-analysis domain using the CQRS pattern.**

No service descriptions, relationships, or attributes in the provided data reference CQRS, command/query separation, read models, write models, or related architectural patterns.

### Supporting details from the graph
- Services belonging to the **Credit Analysis** domain are: `credit-bureau-integration`, `income-verification-service`, `credit-scoring-engine`, and `credit-policy-service`.
- These services are described using event-driven relationships (e.g., `credit-scoring-engine` PUBLISHES `credit_scored` and CONSUMES `bureau_data_fetched`, `income_verified`, `fraud_cleared`; `credit-policy-service` CONSUMES `credit_scored` and PUBLISHES `credit_policy_evaluated`).
- They list distinct databases (e.g., `credit-bureau-integration` USES_DATABASE `credit_bureau_cache` (Redis); others use PostgreSQL instances like `income_db`, `credit_scores_db`, `credit_policy_db`), but no details on CQRS-style model separation.
- All other attributes (purpose, endpoints, dependencies such as DEPENDS_ON `credit-bureau-integration` or `income-verification-service`, SUPPORTS_PRODUCT relationships) are provided without any mention of CQRS.

The graph data is insufficient to answer why (or whether) the domain uses CQRS.",0.4093686354378818,partial,6869.639583004755,1970,284,0.00678,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q018,Why does CredityFlow use a dedicated notification-template-service instead of embedding templates in the notification-service?,explanatory,medium,architectural,"CredityFlow separates the notification-template-service to allow business and compliance teams to manage notification content independently of the delivery infrastructure. Templates can be versioned, A/B tested, and updated without redeploying the notification-service. This also supports regulatory requirements where notification wording must be reviewed and approved. The notification-service focuses on delivery channels (email, SMS, push) and retry logic, while the template service handles content rendering, localization, and variable interpolation.","**Direct answer:**  
The service graph does not contain explicit information on the design rationale for separating notification-template-service from notification-service (e.g., no statements about reusability, independent evolution, or scaling).

**Supporting details from the graph data:**  
- notification-template-service is defined with subdomain ""Template Management"" and purpose ""Manages notification templates for all channels with support for variable substitution, localization, and A/B testing of message variants."" It maintains its own database (notification_templates_db / notification_template_db) and exposes template-specific endpoints (POST /api/v1/templates, GET /api/v1/templates/by-event/{eventType}, POST /api/v1/templates/{id}/render-preview).  
- notification-service is defined with subdomain ""Notification Delivery"" and purpose focused on sending notifications, delivery tracking, and retry logic. It depends on notification-template-service (relationship: notification-service → DEPENDS_ON → notification-template-service) and is listed as using it (notification-template-service → Used by: notification-service).  
- The services publish/consume the notification_requested event (notification-template-service PUBLISHES → notification_requested; notification-service CONSUMES → notification_requested).  
- They use separate databases (notification-template-service USES_DATABASE → notification_templates_db; notification-service USES_DATABASE → notification_db) and have different criticality levels (low vs. medium).  

No additional justification for the separation is present in the retrieved graph.",0.40220892774965494,correct,10540.415583993308,1509,285,0.005868,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q019,How does the feature-flag-service integrate with LaunchDarkly to support gradual rollouts?,explanatory,medium,operational,"The feature-flag-service acts as an internal abstraction layer over LaunchDarkly, providing a consistent API for all CredityFlow services to query feature flags. It caches flag states in Redis to reduce external API calls and provide resilience if LaunchDarkly is unavailable. Services query the feature-flag-service to determine whether new features, policy changes, or experimental flows should be enabled for specific customer segments. This enables gradual rollouts of new credit policies, product rules, or UI features with the ability to quickly disable them if issues are detected.","**Direct answer:** The provided service graph contains no information about any integration between feature-flag-service and LaunchDarkly.

**Supporting details from the graph data:**  
feature-flag-service is described as a self-contained service that provides centralized feature flag management (including percentage-based and user-level targeting for gradual rollouts) using its own Redis database (feature_flags_cache). It exposes internal REST endpoints such as POST /api/v1/flags/{flagKey}/evaluate and maintains entities like FeatureFlag, FlagRule, TargetingSegment, and RolloutPercentage.  

No outgoing relationships, dependencies, integrations, or external providers are listed for LaunchDarkly (or any third-party feature flag service). The only database relationship is:  
feature-flag-service → USES_DATABASE → feature_flags_cache  

The service is used by credit-policy-service, eligibility-service, fraud-decision-service, lead-intake-service, and proposal-service, but no external flag provider is referenced.",0.5265127885215222,correct,5094.874250004068,1542,187,0.004954,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q020,"Why does CredityFlow encrypt PII at rest and in transit, and which services are most affected?",explanatory,hard,mixed,"CredityFlow encrypts PII at rest and in transit to comply with LGPD (Brazil's data protection law) and financial sector regulations. Services most affected include lead-intake-service and customer-service (which store personal identity data), proposal-service (which stores financial information), document-store-service (which stores scanned identity documents), and biometrics-capture-service (which handles biometric data). The encryption adds operational complexity including key rotation management and performance overhead for encryption/decryption operations, but is a non-negotiable regulatory requirement for a lending fintech.","**Direct answer:** The retrieved service graph does not contain any information about encryption of PII at rest or in transit, nor any reasons why CredityFlow would perform such encryption.

**Supporting details from the graph data:**  
The only reference to PII is the flag on auth-service: ""contains PII"". No encryption practices, policies, or technical details (at rest, in transit, or otherwise) are described for any service.  

**Service names and relationships cited explicitly:**  
- auth-service (Domain: Platform, Subdomain: Authentication and Authorization) is flagged as containing PII and is used by: backoffice-bff, biometrics-capture-service, customer-portal-bff, customer-service, document-store-service, document-upload-service, lead-intake-service (via incoming DEPENDS_ON relationships).  
- auth-service USES_DATABASE → auth_db (PostgreSQL+Redis) and auth_session_cache.  
- No other services or relationships in the graph mention PII or encryption.  

The graph data is insufficient to answer the question.",0.520631067961165,correct,6052.171457995428,589,211,0.003288,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q021,Why does the collections domain include both a negotiation-engine-service and a renegotiation-simulation-service?,explanatory,hard,architectural,"The negotiation-engine-service and renegotiation-simulation-service serve different purposes in the collections workflow. The negotiation-engine-service handles real-time negotiation with delinquent customers, applying business rules to determine acceptable payment terms and discount thresholds. The renegotiation-simulation-service allows customers or agents to explore hypothetical renegotiation scenarios (different terms, rates, or payment schedules) without committing, providing transparency and informed decision-making. Separating simulation from execution prevents accidental modifications to live contracts and allows the simulation logic to be more permissive in what it explores.","**Direct answer:**  
The Collections domain includes both `negotiation-engine-service` and `renegotiation-simulation-service` because they operate in separate subdomains with distinct purposes: one handles generation and management of actual debt negotiation offers/outcomes, while the other handles simulation of renegotiation scenarios for borrower selection.

**Supporting details from the graph data:**  
- `negotiation-engine-service` (Subdomain: Debt Negotiation) generates and manages debt negotiation offers for delinquent borrowers, calculates discount options and new payment plans, tracks negotiation outcomes, and exposes endpoints such as `POST /api/v1/negotiations/generate-offers`, `POST /api/v1/negotiations/offers/{id}/accept`, and `GET /api/v1/negotiations/{loanId}/history`. It publishes `negotiation_offered` and `negotiation_accepted`, consumes `collections_contact_attempted`, depends on `billing-service` and `collections-contact-service`, and uses primary entities `NegotiationOffer`, `SettlementPlan`, `DiscountRule`, `NegotiationOutcome`.  
- `renegotiation-simulation-service` (Subdomain: Renegotiation) simulates renegotiation scenarios for eligible borrowers, generating new payment schedules with different term/rate/discount combinations. It exposes endpoints such as `POST /api/v1/renegotiation/simulate`, `POST /api/v1/renegotiation/simulations/{id}/accept`, publishes `renegotiation_simulated`, consumes `renegotiation_eligible` and `renegotiation_requested`, depends on `billing-service` and `renegotiation-eligibility-service`, and uses primary entities `RenegotiationSimulation`, `PaymentScenario`, `SimulationParameters`.  

Both services `BELONGS_TO_DOMAIN → Collections`, are `OWNS` by `team-collections`, are `USED_BY` the same BFFs, and `SUPPORTS_PRODUCT → Renegotiation` (plus other products), but they maintain separate databases, event flows, and entity models with no direct dependency between them.",0.37076513132851163,correct,8387.286959012272,1124,416,0.006408,
structured__grok-build-0-1__r3__20260624T014025-0815b2,structured,Q022,What would happen if the ocr-worker experienced a prolonged outage?,impact,hard,mixed,"A prolonged ocr-worker outage would block the entire document processing pipeline. Uploaded documents would accumulate in the SQS queue as unprocessed items. Without OCR, the document-classifier-service cannot classify documents, and the document-validation-service cannot validate them. This would stall onboarding for new loan applications since required documents (identity, income proof, collateral documentation) could not be verified. The impact would cascade to credit analysis (which needs validated documents), appraisal (which needs collateral documentation), and ultimately delay disbursement. The backoffice-bff might need to provide a manual document entry workaround.","**Direct answer:**  
A prolonged outage of the ocr-worker would halt asynchronous processing of uploaded documents, preventing extraction of text and structured data fields and blocking the document-classifier-service from receiving the data it depends on.

**Supporting details from the graph data:**  
- The ocr-worker CONSUMES events from documents_uploaded (via its Kafka consumer on the document-uploads topic) and is responsible for asynchronously processing documents to extract text and structured data fields (name, CPF, income values).  
- It is USED BY the document-classifier-service, which has an explicit DEPENDS_ON relationship to the ocr-worker.  
- The ocr-worker's purpose explicitly states that it ""Feeds extracted data to the classifier and validation services.""  
- The ocr-worker SUPPORTS_PRODUCT for AutoCredit, HomeEquity, AutoRefi, HomeRefi, TopUp, and Renegotiation, so the outage would affect document extraction across these products.  
- It also DEPENDS_ON document-upload-service and document-store-service, and exposes POST /internal/ocr/process for internal retries, but these would be unavailable during an outage of the service itself.  

The graph provides no details on retry queues, fallback mechanisms, or downstream validation service relationships beyond the stated purpose and dependencies.",0.4709418837675351,correct,12401.01808399777,526,257,0.003622,
