run_id,approach,question_id,question,category,difficulty,required_knowledge_type,expected_answer,actual_answer,similarity_score,classification,latency_ms,tokens_input,tokens_output,estimated_cost,error
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q011,How does the appraisal-orchestrator-service coordinate between vehicle and property appraisals?,relational,medium,relational,"The appraisal-orchestrator-service acts as a router that determines which appraisal path to invoke based on the loan product type. For AutoCredit and AutoRefi products, it delegates to vehicle-appraisal-service which queries FIPE-API for pricing data. For HomeEquity and HomeRefi products, it delegates to property-appraisal-service which coordinates with InspecaoExpress for on-site inspections. Both paths produce an appraisal-report via the appraisal-report-service, normalizing the output regardless of collateral type.","## Coordination via Unified Orchestrator Pattern

The `appraisal-orchestrator-service` handles both vehicle and property appraisals through a **single service with internal collateral-type-specific workflows**, rather than treating them as separate services.

### How it works:

- **Unified external interface:** Regardless of collateral type (vehicle or property), the service emits a single `AppraisalCompleted` event. The Proposal Service subscribes to this one event type without needing any conditional logic to distinguish between collateral types.
- **Internal routing:** Internally, the orchestrator routes to collateral-type-specific workflow classes depending on whether the appraisal involves a vehicle or a property. This complexity is contained within the service itself.
- **Extensibility:** If a new collateral type is added (e.g., equipment), a new internal workflow is added without changing the external contract or affecting downstream consumers.

### Property-specific coordination:
For property appraisals specifically, the service uses a **hybrid polling + webhook mechanism** to track status from the partner appraisal company:
- A **webhook endpoint** receives real-time callbacks (~90% delivery reliability).
- A **Kubernetes CronJob** polls the partner API every 4 hours as a fallback.
- **Idempotent status transitions** in the database prevent duplicate processing if both sources deliver the same update.

### Key trade-off acknowledged:
The team noted that if the number of supported collateral types grows significantly, the service risks becoming a monolith. They have agreed to revisit the architecture if a **fourth collateral type** is introduced.

**Sources:** ADR-001 (Unified Orchestrator vs. Separate Vehicle and Property Services), ADR-002 (Hybrid Polling + Webhook for Property Appraisal Status)",0.3357416064598385,incorrect,15180.172624997795,3,411,0.006174,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q012,Which services in the registry domain depend on external integrations?,relational,easy,relational,"In the registry domain, the detran-integration-service depends on the external DETRAN-API for vehicle lien registration, and the cartorio-integration-service depends on the external Cartorio-Digital API for property lien registration. The registry-orchestrator-service coordinates these integrations, and registry-tracker-service monitors the status of registry requests which can take days to complete externally.","Based on the provided documentation, I can only speak to the **registry-orchestrator-service** (svc-31), which does reference external integrations:

- **DETRAN** — for vehicle collateral lien registration
- **Cartório** — for property collateral lien registration

The `RegistrationOrchestrator` component determines the routing channel based on collateral type and routes requests to the appropriate external body.

However, the documentation does **not provide a complete picture of all services in the registry domain**. Only the registry-orchestrator-service is covered in the provided context. There may be other registry-domain services (e.g., dedicated DETRAN or cartório adapter services) that depend on external integrations, but I cannot confirm this without additional documentation.

**Source:** registry-orchestrator-service documentation (Service ID: svc-31) — Overview and Architecture sections.",0.5359576078728236,partial,11456.339125012164,3,197,0.002964,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q013,"What is the data flow between document-upload-service, ocr-worker, and document-classifier-service?",relational,easy,relational,"When a customer uploads a document, the document-upload-service stores the raw file in S3 and publishes a document_uploaded event. The ocr-worker consumes this event, extracts text content from the document image using OCR, and publishes a document_ocr_completed event. The document-classifier-service then consumes the OCR output and classifies the document type (e.g., income proof, vehicle registration, property deed) based on its content, publishing a document_classified event for downstream processing by document-validation-service.","Based on the available documentation, I can only partially answer this question.

## What the documentation confirms

The **document-classifier-service** docs describe its position in the pipeline:

- It receives input **from the ocr-worker**: specifically, the OCR result payload containing extracted text and structured fields.
- It runs its classification pipeline and publishes a **`documents_classified`** event upon completion.
- Its primary consumption path is via **SQS** (it runs as an SQS consumer), suggesting the ocr-worker publishes results to an SQS queue that the classifier consumes.

So the partial flow documented is:

```
ocr-worker → [SQS queue] → document-classifier-service → documents_classified event
```

## What is NOT covered in the provided documentation

The documentation provided **does not include details about the document-upload-service**, so I cannot confirm:

- How document-upload-service triggers or hands off to the ocr-worker
- What events or queues connect upload → OCR
- The full end-to-end data flow from upload through to classification

To get the complete picture, you would need to consult the documentation for **document-upload-service** and **ocr-worker**, as well as the **architecture.md** file referenced in the classifier docs (`Refer to architecture.md for integration patterns and ADR notes`), which is not included in the provided context.

**Source:** `document-classifier-service` — Architecture section",0.430506773707978,partial,8431.261999998242,3,330,0.004959,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q014,How does the Saga pattern apply to the contract-registry-disbursement flow at CredityFlow?,relational,hard,architectural,"CredityFlow implements the Saga pattern to coordinate the contract signing, lien registry, and disbursement steps as a distributed transaction. After the contract is digitally signed via digital-signature-service, the registry-orchestrator-service initiates lien registration with DETRAN-API or Cartorio-Digital. Only after successful registry confirmation does the disbursement-service release funds via bank-transfer-integration with BancoParceiro. If any step fails, compensating transactions are triggered: a failed registry rolls back the contract status, and a failed disbursement triggers re-evaluation. This ensures data consistency without requiring a distributed two-phase commit.","## Saga Pattern in the Contract-Registry-Disbursement Flow

Based on the available documentation, the Saga pattern is applied specifically to the **lien registration orchestration** step of the flow. Here is how it works:

### Trigger
The Saga is initiated when the `contract-generation-service` publishes a **`contract_signed`** event (inbound via Kafka), which the registration orchestrator consumes to begin the registration process.

### Saga Execution
Once triggered, the orchestrator:
1. **Updates the SagaState to `IN_PROGRESS`** in PostgreSQL (`registry_db` via JDBC)
2. **Routes the `registry_requested` event** to the appropriate downstream service based on collateral type:
   - **Vehicles** → `detran-integration-service`
   - **Properties** → `cartorio-integration-service`
3. **Awaits completion or failure events** from downstream services to transition the SagaState to either `COMPLETED` or initiate **compensation logic**

### Key Design Decisions
- **Choreography-based coordination** via Kafka events is used rather than a synchronous request-response model, given the different latencies and failure modes of DETRAN and cartório (ADR-031-1)
- **Routing is encoded in the orchestrator** based on collateral type, with the routing channel passed as a header in the `registry_requested` event (ADR-031-2)

### Important Limitation of This Answer
The documentation provided covers only the **registration** portion of the flow. Details about how the Saga pattern extends to the **disbursement** step are **not present in the available context** — I cannot confirm whether disbursement is part of the same Saga or a separate process without additional documentation.

**Sources:** ADR-031-1, ADR-031-2, Integrations table, Saga Tracking (Step 5)",0.38868388683886834,partial,8830.700792008429,3,436,0.006549,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q015,Why did CredityFlow choose event-driven choreography instead of centralized orchestration for the lending pipeline?,explanatory,hard,architectural,"CredityFlow chose event-driven choreography for the main lending pipeline to achieve loose coupling between domains, allowing each team to develop and deploy independently. Choreography avoids a single orchestrator becoming a bottleneck or single point of failure across the entire pipeline. Each domain reacts to events and publishes its own events, enabling parallel processing where possible. However, for tightly coupled sub-flows like the contract-registry-disbursement sequence, they use the Saga pattern with local orchestration where strict ordering and compensating transactions are needed.","The provided documentation does not contain information about **why** CredityFlow chose event-driven choreography over centralized orchestration. The documentation describes **what** the architecture is and **how** it works, but does not discuss the architectural decision rationale or trade-off analysis behind that choice.

To get a precise answer, I would recommend consulting:
- CredityFlow's **Architecture Decision Records (ADRs)**, if available
- Internal design documents or RFC discussions related to the messaging architecture

---

**What the documentation *does* confirm about the architecture:**
- CredityFlow uses **SNS-SQS fan-out** as its primary pattern, allowing independent services to react in parallel without coupling
- **Direct SQS (point-to-point)** is used where exactly one consumer must process a message
- All 64 domain events use **at-least-once delivery semantics** and carry a **correlation ID** for end-to-end tracing

These design choices are *consistent with* choreography-based reasoning (decoupling, parallelism, scalability), but the documentation does not explicitly state them as the *reasons* for the architectural decision.

*Source: CredityFlow Event Catalog — Overview section*",0.4564498346196252,partial,7036.224291994586,3,273,0.004104,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q016,Why does CredityFlow separate biometrics-capture-service from liveness-worker and face-match-service?,explanatory,hard,architectural,"CredityFlow separates these services to follow the single-responsibility principle and enable independent scaling. The biometrics-capture-service handles real-time interaction with the customer's device to capture images, requiring low latency. The liveness-worker performs computationally intensive anti-spoofing analysis asynchronously, allowing it to scale based on processing queue depth. The face-match-service compares the captured face against the document photo, which is a distinct ML workload. This separation also allows each component to be updated independently as biometric technology evolves.",,0.0,error,0.0,0,0,0.0,"Error code: 524 - {'type': 'https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-5xx-errors/error-524/', 'title': 'Error 524: A timeout occurred', 'status': 524, 'detail': 'The origin web server did not return a complete response within the 120-second Proxy Read Timeout window. The connection was established, but the origin took too long to respond.', 'instance': 'a1056ce05b728f4d', 'error_code': 524, 'error_name': 'origin_response_timeout', 'error_category': 'origin', 'ray_id': 'a1056ce05b728f4d', 'timestamp': '2026-06-23T18:08:17Z', 'zone': 'api.anthropic.com', 'cloudflare_error': True, 'retryable': True, 'retry_after': 120, 'owner_action_required': True, 'what_you_should_do': '**Wait and retry.** Back off for at least 120 seconds. If the error persists, the website operator should check for long-running processes or an overloaded origin.', 'footer': 'This error was generated by Cloudflare on behalf of the website owner.'}"
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q017,Why does the credit-analysis domain use the CQRS pattern?,explanatory,medium,architectural,"The credit-analysis domain uses CQRS to separate the write path (credit scoring computations involving ML models, bureau data aggregation, and income verification) from the read path (querying existing scores for decision-making, reporting, and audit). This separation allows the write side to run complex, resource-intensive computations on dedicated infrastructure while the read side serves fast queries from optimized read models. It also enables the credit-decision-service to query historical scores without impacting ongoing scoring operations, and supports regulatory requirements for audit trails of scoring decisions.","## Why credit-scoring-engine Uses CQRS

The CQRS pattern is used to **optimise each data flow independently** based on its distinct performance requirements:

- **Write side** (Kafka consumers → model inference → PostgreSQL) is optimised for **throughput** — it is batch-friendly and asynchronous, handling the computationally intensive work of assembling feature vectors and running XGBoost model inference.

- **Read side** (FastAPI REST endpoint) is optimised for **low latency** — it serves pre-computed scores by `proposal_id` via simple indexed lookups, avoiding any on-the-fly computation at query time.

By separating these two concerns, the service avoids forcing a trade-off between throughput and latency — each path can be scaled and tuned independently.

**Source:** `credit-scoring-engine` — `svc-20`, Credit Analysis, team-credit (Overview section)",0.49562289562289563,partial,5297.152458006167,3,211,0.003174,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q018,Why does CredityFlow use a dedicated notification-template-service instead of embedding templates in the notification-service?,explanatory,medium,architectural,"CredityFlow separates the notification-template-service to allow business and compliance teams to manage notification content independently of the delivery infrastructure. Templates can be versioned, A/B tested, and updated without redeploying the notification-service. This also supports regulatory requirements where notification wording must be reviewed and approved. The notification-service focuses on delivery channels (email, SMS, push) and retry logic, while the template service handles content rendering, localization, and variable interpolation.","The provided documentation does not explicitly explain the architectural rationale for separating the Notification Template Service (svc-50) from the Notification Service (svc-49). It describes *what* each service does but not *why* this separation was chosen.

What the documentation does tell us is:

- **svc-50** handles the full **lifecycle of templates**: creation, versioning, variable validation, and rendering.
- **svc-49** (`notification-service`) is the **primary consumer** of svc-50, calling its render endpoint during message dispatch.
- Template management for back-office users is done via `backoffice-bff`, separately from the dispatch flow.

From these facts, one could *infer* a separation of concerns (template management vs. message dispatch), but the documentation does not state this explicitly as the justification.

**To get a definitive answer, I'd recommend:**
- Checking internal Architecture Decision Records (ADRs) for the Notifications domain.
- Reaching out to **team-notifications**, the owning team for both services.

---
*Source: Notification Template Service documentation (svc-50)*",0.43379269023367284,correct,6886.199917003978,3,256,0.003849,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q019,How does the feature-flag-service integrate with LaunchDarkly to support gradual rollouts?,explanatory,medium,operational,"The feature-flag-service acts as an internal abstraction layer over LaunchDarkly, providing a consistent API for all CredityFlow services to query feature flags. It caches flag states in Redis to reduce external API calls and provide resilience if LaunchDarkly is unavailable. Services query the feature-flag-service to determine whether new features, policy changes, or experimental flows should be enabled for specific customer segments. This enables gradual rollouts of new credit policies, product rules, or UI features with the ability to quickly disable them if issues are detected.","## Feature Flag Service & LaunchDarkly Integration

Based on the available documentation, the Feature Flag Service (`svc-52`) acts as a **caching proxy in front of LaunchDarkly**, meaning it centralizes all flag evaluation through a single Go service rather than having each microservice integrate the LaunchDarkly SDK directly.

### What the documentation confirms:
- The service connects to LaunchDarkly via an **SDK key** (`LAUNCHDARKLY_SDK_KEY`)
- It caches flag state in **Redis** (`feature_flags_cache`), serving the last known values if LaunchDarkly's CDN becomes unreachable
- All other CredityFlow services query flags through this single proxy, ensuring **consistent evaluation across the fleet**

### What the documentation does NOT cover:
The provided documentation does **not contain details** about:
- How gradual rollouts (e.g., percentage-based targeting, user segmentation) are specifically configured
- The internal mechanics of how the service evaluates or forwards targeting rules from LaunchDarkly
- API endpoints used to query flags
- How rollout rules are passed through from LaunchDarkly to the proxy

To get a complete answer on gradual rollout support, I'd recommend consulting:
1. The **API/endpoint documentation** for `svc-52`
2. The **LaunchDarkly configuration** owned by `team-platform`

**Source:** Feature Flag Service documentation (`svc-52`, Domain: Platform)",0.4368048533872598,correct,15756.691333997878,3,336,0.005049,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q020,"Why does CredityFlow encrypt PII at rest and in transit, and which services are most affected?",explanatory,hard,mixed,"CredityFlow encrypts PII at rest and in transit to comply with LGPD (Brazil's data protection law) and financial sector regulations. Services most affected include lead-intake-service and customer-service (which store personal identity data), proposal-service (which stores financial information), document-store-service (which stores scanned identity documents), and biometrics-capture-service (which handles biometric data). The encryption adds operational complexity including key rotation management and performance overhead for encryption/decryption operations, but is a non-negotiable regulatory requirement for a lending fintech.","## PII Encryption at CredityFlow

### Why Encrypt PII at Rest?

The documentation identifies two primary drivers:

1. **Security:** Storing PII in plaintext in PostgreSQL was flagged as a risk during the initial security review, prompting the adoption of envelope encryption.
2. **Compliance (LGPD):** Brazil's data protection law creates a significant compliance surface. Centralizing PII in `customer-service` and encrypting it reduces that surface to a single point, simplifying data subject access requests (DSARs) and right-to-deletion obligations.

### Encryption Mechanism (At Rest)

CredityFlow uses **AWS KMS envelope encryption** (ADR-002):
- A **Data Encryption Key (DEK)** is generated per customer record.
- The DEK is encrypted by a **KMS Customer Master Key (CMK)** and stored alongside the ciphertext.
- Decryption requires an **IAM-authorized KMS call**, providing a strong audit trail via CloudTrail.

> Note: The documentation does not explicitly detail in-transit encryption mechanisms — only at-rest encryption is described in the provided context.

### Which Services Are Most Affected?

The services most impacted are those that consume PII, either synchronously or asynchronously:

| Service | How it receives PII |
|---|---|
| `proposal-service` | SNS/SQS event payloads (encrypted) |
| `fraud-decision-service` | SNS/SQS event payloads (encrypted) |
| `credit-decision-service` | SNS/SQS event payloads (encrypted) |
| Analytics pipeline | SNS/SQS event payloads (encrypted) |
| Any REST API consumer | Via `customer-service` API (rate-limited) |

Additionally, **any new service** needing PII access must coordinate **KMS key policy management with the platform team** — an operational overhead explicitly called out as a consequence of ADR-002.

### Key Trade-off

There is a **~2–5ms latency overhead per KMS call** on reads, which is considered acceptable given that Redis caching mitigates frequent decryption calls.

---
**Sources:** ADR-001 (Centralized PII Store), ADR-002 (Envelope Encryption with AWS KMS), Integration Patterns section.",0.33914656771799634,partial,10469.020290998742,3,543,0.008154,
unstructured__claude-sonnet-4-6__r3__20260623T180415-349199,unstructured,Q021,Why does the collections domain include both a negotiation-engine-service and a renegotiation-simulation-service?,explanatory,hard,architectural,"The negotiation-engine-service and renegotiation-simulation-service serve different purposes in the collections workflow. The negotiation-engine-service handles real-time negotiation with delinquent customers, applying business rules to determine acceptable payment terms and discount thresholds. The renegotiation-simulation-service allows customers or agents to explore hypothetical renegotiation scenarios (different terms, rates, or payment schedules) without committing, providing transparency and informed decision-making. Separating simulation from execution prevents accidental modifications to live contracts and allows the simulation logic to be more permissive in what it explores.","The documentation provided does not contain any information about a **renegotiation-simulation-service**. Only the **negotiation-engine-service** (svc-41) is described in the context.

Therefore, I cannot explain the relationship or distinction between the two services, or confirm that a separate renegotiation-simulation-service even exists as a distinct service in the CredityFlow platform.

It's worth noting that the `negotiation-engine-service` itself does have an internal simulation capability — a stateless, read-only simulation endpoint that generates offers without persisting anything — but this is a feature within svc-41, not a separate service.

If you need information about a renegotiation-simulation-service, I'd recommend checking additional documentation or reaching out to **team-collections**, who own the Collections domain.

**Source:** negotiation-engine-service documentation (svc-41, Domain: Collections)",0.5435453983940703,correct,5730.719416998909,3,202,0.003039,
