run_id,approach,question_id,question,category,difficulty,required_knowledge_type,expected_answer,actual_answer,similarity_score,classification,latency_ms,tokens_input,tokens_output,estimated_cost,error
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q011,How does the appraisal-orchestrator-service coordinate between vehicle and property appraisals?,relational,medium,relational,"The appraisal-orchestrator-service acts as a router that determines which appraisal path to invoke based on the loan product type. For AutoCredit and AutoRefi products, it delegates to vehicle-appraisal-service which queries FIPE-API for pricing data. For HomeEquity and HomeRefi products, it delegates to property-appraisal-service which coordinates with InspecaoExpress for on-site inspections. Both paths produce an appraisal-report via the appraisal-report-service, normalizing the output regardless of collateral type.","**Direct answer:**  
The appraisal-orchestrator-service coordinates vehicle and property appraisals by using a single unified orchestrator that exposes one external interface (`AppraisalCompleted` event) while routing internally to collateral-type-specific workflows.

**Supporting details from the documentation:**  
- ADR-001 states that vehicle and property appraisals are handled internally via separate workflows, but the service presents a unified contract so that the Proposal Service subscribes to only one event type.  
- Internal complexity (including any duplicated logic such as haircut/adjustment) is contained within well-separated workflow classes.  
- For property appraisals specifically, the service registers an inbound webhook (REST endpoint) for real-time callbacks and runs a Kubernetes CronJob every 4 hours to poll the partner API on pending appraisals (ADR-002). Status updates are deduplicated in the database using idempotent transitions.  
- No equivalent polling/webhook details are provided for vehicle appraisals; coordination relies on the type-specific internal routing described in ADR-001.

**Sources:**  
- ADR-001: Unified Orchestrator vs. Separate Vehicle and Property Services  
- ADR-002: Hybrid Polling + Webhook for Property Appraisal Status  
- Service component descriptions (Webhook inbound + Scheduled CronJob)",0.4073078989790435,partial,6261.825374996988,2430,247,0.00733,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q012,Which services in the registry domain depend on external integrations?,relational,easy,relational,"In the registry domain, the detran-integration-service depends on the external DETRAN-API for vehicle lien registration, and the cartorio-integration-service depends on the external Cartorio-Digital API for property lien registration. The registry-orchestrator-service coordinates these integrations, and registry-tracker-service monitors the status of registry requests which can take days to complete externally.","**Direct answer:** The provided documentation does not contain sufficient information to identify which services in the registry domain depend on external integrations.

**Supporting details:**  
The context exclusively describes a single service, `registry-orchestrator-service` (Service ID: svc-31, Domain: Registry). It states that this service ""determines whether the collateral requires registration with DETRAN (vehicles) or a cartorio (properties) and routes the request accordingly"" using the Saga pattern.  

Key components listed are:  
- RegistrationOrchestrator (handles routing decisions based on collateral type)  
- EventPublisher (publishes `registry_requested` events to Kafka)  
- EventConsumer (listens for `contract_signed` events from Kafka)  

No other services in the Registry domain are mentioned. The documentation does not specify direct external API integrations, client libraries, or dependencies for DETRAN/cartorio calls; routing appears to occur via internal Kafka events. No details on additional services or their external dependencies are provided.

**Sources cited:**  
- registry-orchestrator-service documentation (Overview, Architecture, and API Reference sections)",0.4402751719824891,partial,15207.070124990423,2316,222,0.006852,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q013,"What is the data flow between document-upload-service, ocr-worker, and document-classifier-service?",relational,easy,relational,"When a customer uploads a document, the document-upload-service stores the raw file in S3 and publishes a document_uploaded event. The ocr-worker consumes this event, extracts text content from the document image using OCR, and publishes a document_ocr_completed event. The document-classifier-service then consumes the OCR output and classifies the document type (e.g., income proof, vehicle registration, property deed) based on its content, publishing a document_classified event for downstream processing by document-validation-service.","**The provided documentation does not contain sufficient information to describe the full data flow between document-upload-service, ocr-worker, and document-classifier-service.**

The context consists exclusively of repeated documentation for the **document-classifier-service** and only references the ocr-worker in passing. No details are given about document-upload-service or the end-to-end sequence.

### What the documentation does state (limited to classifier + ocr-worker interaction):
- The document-classifier-service receives the OCR result payload (extracted text + structured fields) from the ocr-worker.
- It operates primarily as an SQS consumer.
- Classification pipeline:
  1. Parse the OCR result payload.
  2. Run rule-based classifier.
  3. Fall back to ML model if rule-based confidence < 0.85.
  4. Persist the result.
  5. Publish the `documents_classified` event.
- It also exposes a REST endpoint for manual reclassification.

No information is present about how documents enter the system via document-upload-service, how the ocr-worker is triggered, or the exact message/event contracts between the services.

**Sources**: All content is from the repeated `# document-classifier-service` sections (Overview, Architecture, and pipeline description). No other service documentation is included in the context.",0.45566899516389037,partial,7262.706583002,2470,265,0.00759,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q014,How does the Saga pattern apply to the contract-registry-disbursement flow at CredityFlow?,relational,hard,architectural,"CredityFlow implements the Saga pattern to coordinate the contract signing, lien registry, and disbursement steps as a distributed transaction. After the contract is digitally signed via digital-signature-service, the registry-orchestrator-service initiates lien registration with DETRAN-API or Cartorio-Digital. Only after successful registry confirmation does the disbursement-service release funds via bank-transfer-integration with BancoParceiro. If any step fails, compensating transactions are triggered: a failed registry rolls back the contract status, and a failed disbursement triggers re-evaluation. This ensures data consistency without requiring a distributed two-phase commit.","**Direct answer:**  
The Saga pattern is applied specifically to the *registration orchestration* step (triggered by `contract_signed` from the contract-generation-service), not the full contract-registry-disbursement flow. It uses choreography-based coordination via Kafka events to handle lien registrations with DETRAN (vehicles) and cartorio (properties), with Saga state persisted in PostgreSQL.

**Supporting details from the documentation:**  
- The orchestrator receives the `contract_signed` Kafka event and updates `SagaState` to `IN_PROGRESS`. Downstream completion or failure events transition it to `COMPLETED` or trigger compensation.  
- Routing is determined by collateral type: `registry_requested` events are sent to `detran-integration-service` (vehicles) or `cartorio-integration-service` (properties), with the routing channel included as a Kafka header.  
- The pattern was chosen because lien registration involves external systems with varying latencies and failure modes; a simple request-response model was deemed insufficient for reliability and traceability.  
- Consequences include increased state-management complexity but benefits of traceability, automatic retries, and independent recovery of each step.  
- Adding new collateral types requires changes only in the orchestrator's routing logic.

The provided documentation does not describe any disbursement step or how Saga extends beyond registration.

**Sources cited:**  
- Section 5: Saga Tracking  
- Integrations table  
- ADR-031-1: Saga Pattern for Registration Orchestration  
- ADR-031-2: Routing by Collateral Type",0.42160737812911736,partial,11256.550499994773,2164,299,0.007318,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q015,Why did CredityFlow choose event-driven choreography instead of centralized orchestration for the lending pipeline?,explanatory,hard,architectural,"CredityFlow chose event-driven choreography for the main lending pipeline to achieve loose coupling between domains, allowing each team to develop and deploy independently. Choreography avoids a single orchestrator becoming a bottleneck or single point of failure across the entire pipeline. Each domain reacts to events and publishes its own events, enabling parallel processing where possible. However, for tightly coupled sub-flows like the contract-registry-disbursement sequence, they use the Saga pattern with local orchestration where strict ordering and compensating transactions are needed.","**The provided documentation does not explain why CredityFlow chose event-driven choreography over centralized orchestration.**

It only describes the architecture that was implemented, without any comparison, trade-off analysis, or explicit rationale for the choice.

### Supporting details from the documentation
- The platform uses an **event-driven architecture** built on Amazon SNS topics and SQS queues.
- The primary pattern is **SNS-SQS fan-out**, which ""broadcasts each event to multiple SQS subscriber queues, allowing independent services to react in parallel without coupling.""
- A secondary **Direct SQS (point-to-point)** pattern is used only for steps requiring exactly one consumer (e.g., OCR, liveness detection).
- All events share a common envelope, use a correlation ID (typically `proposal_id` or `lead_id`) for end-to-end tracing, and follow at-least-once delivery.

No section in the catalog discusses orchestration, centralized coordination, or the reasons for preferring choreography.

**Sources:** CredityFlow Event Catalog – Overview and Event Naming Convention sections (repeated across the provided context).",0.5031736872475476,correct,7001.018375012791,2553,215,0.007256,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q016,Why does CredityFlow separate biometrics-capture-service from liveness-worker and face-match-service?,explanatory,hard,architectural,"CredityFlow separates these services to follow the single-responsibility principle and enable independent scaling. The biometrics-capture-service handles real-time interaction with the customer's device to capture images, requiring low latency. The liveness-worker performs computationally intensive anti-spoofing analysis asynchronously, allowing it to scale based on processing queue depth. The face-match-service compares the captured face against the document photo, which is a distinct ML workload. This separation also allows each component to be updated independently as biometric technology evolves.","**Direct answer:**  
CredityFlow separates the biometrics-capture-service from liveness-worker and face-match-service to move away from a synchronous monolithic design that caused frequent timeouts and prevented partial retries.

**Supporting details:**  
The documentation states that the Biometrics Capture Service was created when biometric processing was split out of a single monolithic verification endpoint in mid-2024. The original implementation performed everything (selfie capture, liveness detection, and face matching) synchronously in one request.  

The current architecture makes the capture service the orchestrator that owns the `BiometricSession` state machine and coordinates the flow by publishing and consuming events. It explicitly does **not** perform liveness or face matching itself; those tasks are delegated to dedicated downstream services (liveness-worker and face-match-service). This event-driven separation allows the overall pipeline to handle long-running operations without blocking and supports partial retries at individual stages.

**Sources:**  
Biometrics Capture Service documentation (Overview section).",0.4971297359357061,correct,3762.4911250022706,2195,195,0.00634,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q017,Why does the credit-analysis domain use the CQRS pattern?,explanatory,medium,architectural,"The credit-analysis domain uses CQRS to separate the write path (credit scoring computations involving ML models, bureau data aggregation, and income verification) from the read path (querying existing scores for decision-making, reporting, and audit). This separation allows the write side to run complex, resource-intensive computations on dedicated infrastructure while the read side serves fast queries from optimized read models. It also enables the credit-decision-service to query historical scores without impacting ongoing scoring operations, and supports regulatory requirements for audit trails of scoring decisions.","**Direct answer:**  
The credit-scoring-engine (credit-analysis domain) uses the CQRS pattern to keep the write path optimised for throughput (batch-friendly, async) and the read path optimised for latency (simple indexed lookups).

**Supporting details:**  
- **Write side:** Kafka consumers ingest domain events, build feature vectors, run XGBoost model inference, and persist results to PostgreSQL.  
- **Read side:** A FastAPI REST endpoint serves pre-computed scores by `proposal_id`.  

This separation is explicitly described as the reason for adopting CQRS in the service.

**Sources:**  
credit-scoring-engine documentation (Overview section)",0.5233201581027668,correct,3660.306624995428,1072,130,0.003444,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q018,Why does CredityFlow use a dedicated notification-template-service instead of embedding templates in the notification-service?,explanatory,medium,architectural,"CredityFlow separates the notification-template-service to allow business and compliance teams to manage notification content independently of the delivery infrastructure. Templates can be versioned, A/B tested, and updated without redeploying the notification-service. This also supports regulatory requirements where notification wording must be reviewed and approved. The notification-service focuses on delivery channels (email, SMS, push) and retry logic, while the template service handles content rendering, localization, and variable interpolation.","**The provided documentation does not explicitly state the reasons for using a dedicated Notification Template Service (svc-50) instead of embedding templates in the notification-service (svc-49).**

It only describes the separation of responsibilities:

- The Notification Template Service handles the full lifecycle of templates (creation, versioning, variable validation, and on-demand rendering) using Mustache-based syntax with custom extensions.
- Templates are channel-specific (email, SMS, push, WhatsApp), support multiple versions with one active version, and are managed by back-office users via the ops portal through `backoffice-bff`.
- The `notification-service` (svc-49) acts purely as a consumer, calling the render endpoint during message dispatch.

**Supporting details from the documentation:**
- ""Every customer-facing message sent by CredityFlow ... starts as a template in this service.""
- ""The primary consumer of this service is `notification-service` (svc-49), which calls the render endpoint during message dispatch.""
- ""This is a straightforward CRUD + rendering service with no event-driven components.""

No design rationale, comparison to embedding, or architectural justification is provided in the context.",0.4550027948574623,correct,6066.406583006028,1755,230,0.00581,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q019,How does the feature-flag-service integrate with LaunchDarkly to support gradual rollouts?,explanatory,medium,operational,"The feature-flag-service acts as an internal abstraction layer over LaunchDarkly, providing a consistent API for all CredityFlow services to query feature flags. It caches flag states in Redis to reduce external API calls and provide resilience if LaunchDarkly is unavailable. Services query the feature-flag-service to determine whether new features, policy changes, or experimental flows should be enabled for specific customer segments. This enables gradual rollouts of new credit policies, product rules, or UI features with the ability to quickly disable them if issues are detected.","**Direct answer:**  
The provided documentation does not describe how the feature-flag-service integrates with LaunchDarkly to support gradual rollouts (or any specific LaunchDarkly evaluation features).

**Supporting details from the documentation:**  
- The service is described only as ""a caching proxy in front of LaunchDarkly"" that provides ""fast, low-latency local lookup for feature flags"" via Redis (`feature_flags_cache`).  
- It requires a `LAUNCHDARKLY_SDK_KEY` environment variable (optional for local dev) and falls back to ""local mode"" using only Redis-stored overrides when no valid key is present.  
- Benefits listed are consistency, cost reduction, override capability, and resilience through caching — none of which mention rollout logic, targeting rules, or SDK evaluation details.  
- No information is given on SDK usage, flag evaluation, user context handling, or how LaunchDarkly features like percentage rollouts are implemented or cached.

**Sources cited:**  
Feature Flag Service documentation (all sections under ""Overview"" and ""Getting Started"").",0.5381818181818182,correct,6984.897749993252,1997,212,0.006114,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q020,"Why does CredityFlow encrypt PII at rest and in transit, and which services are most affected?",explanatory,hard,mixed,"CredityFlow encrypts PII at rest and in transit to comply with LGPD (Brazil's data protection law) and financial sector regulations. Services most affected include lead-intake-service and customer-service (which store personal identity data), proposal-service (which stores financial information), document-store-service (which stores scanned identity documents), and biometrics-capture-service (which handles biometric data). The encryption adds operational complexity including key rotation management and performance overhead for encryption/decryption operations, but is a non-negotiable regulatory requirement for a lending fintech.","**Direct answer:**  
CredityFlow encrypts PII at rest to avoid storing plaintext in PostgreSQL (flagged in the initial security review) and uses envelope encryption with AWS KMS. Event payloads are sent encrypted for asynchronous flows. Services most affected are `customer-service` (sole owner) and any consumers that require PII (`proposal-service`, `fraud-decision-service`, `credit-decision-service`, analytics pipeline), plus the platform team for key-policy coordination.

**Supporting details from the documentation:**  
- At rest: ""Storing PII in plaintext in PostgreSQL was flagged during the initial security review."" The chosen approach is AWS KMS envelope encryption where ""A data encryption key (DEK) is generated per customer record, encrypted by a KMS customer master key (CMK), and stored alongside the ciphertext.""  
- In transit (asynchronous): Other services ""receive it in event payloads (encrypted).""  
- Ownership and impact: ""All PII is owned exclusively by `customer-service`."" Other services ""store only the `customer_id` foreign reference and fetch PII on demand or receive it in event payloads (encrypted).""  
- Affected services and consequences: Consumers listed are `proposal-service`, `fraud-decision-service`, `credit-decision-service`, and the analytics pipeline. Increased runtime coupling occurs if `customer-service` is down; operational complexity requires coordinating key policies ""with the platform team whenever a new service needs PII access."" Resilience is provided by Redis read cache and read replicas for GET operations.

**Sources cited:**  
ADR-002 (Envelope Encryption with AWS KMS) and ADR-001 (Centralized PII Store vs. Distributed Ownership), plus the Integration Patterns section.",0.37791932059447986,partial,7380.249249996268,2476,348,0.008432,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q021,Why does the collections domain include both a negotiation-engine-service and a renegotiation-simulation-service?,explanatory,hard,architectural,"The negotiation-engine-service and renegotiation-simulation-service serve different purposes in the collections workflow. The negotiation-engine-service handles real-time negotiation with delinquent customers, applying business rules to determine acceptable payment terms and discount thresholds. The renegotiation-simulation-service allows customers or agents to explore hypothetical renegotiation scenarios (different terms, rates, or payment schedules) without committing, providing transparency and informed decision-making. Separating simulation from execution prevents accidental modifications to live contracts and allows the simulation logic to be more permissive in what it explores.","**The provided documentation does not mention or describe a renegotiation-simulation-service at all.**

It only documents the **negotiation-engine-service** (Service ID: svc-41) in the Collections domain.

### Supporting details from the documentation
- The negotiation-engine-service is described as generating settlement offers for overdue borrowers (discounts, timeline extensions, interest rate reductions).
- It sits between billing-service and customer-service.
- It has a clear separation between **simulation** (stateless, read-only: calls billing-service + customer-service via REST, runs rules, returns results without persisting) and **acceptance** (stateful: persists the offer, transitions to ACCEPTED, publishes `negotiation_accepted` event).
- No other service in the Collections domain is referenced.

Because the context contains no information about a renegotiation-simulation-service (or any reason for having both), it is not possible to explain why the domain would include both based on the supplied documentation.

**Sources:** All sections titled ""negotiation-engine-service"" (Overview, Architecture, Environment Variables) in the provided context.",0.5139784946236559,correct,3698.1693340057973,2344,222,0.006908,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q022,What would happen if the ocr-worker experienced a prolonged outage?,impact,hard,mixed,"A prolonged ocr-worker outage would block the entire document processing pipeline. Uploaded documents would accumulate in the SQS queue as unprocessed items. Without OCR, the document-classifier-service cannot classify documents, and the document-validation-service cannot validate them. This would stall onboarding for new loan applications since required documents (identity, income proof, collateral documentation) could not be verified. The impact would cascade to credit analysis (which needs validated documents), appraisal (which needs collateral documentation), and ultimately delay disbursement. The backoffice-bff might need to provide a manual document entry workaround.","**The provided documentation does not contain information on the effects of a prolonged outage of the ocr-worker.**

The context only describes monitoring setup and known issues, with no details on outage handling, message processing behavior during downtime, fallback mechanisms, or system-wide impacts.

### Supporting details from the documentation
- Metrics include `sqs_messages_in_flight` and `ocr_documents_processed_total` (by status: success, failed, retry), but no description of what occurs if processing stops.
- An alert exists for ""Queue depth growing continuously for > 15 minutes"", which could relate to processing interruptions, but the documentation does not explain consequences or responses.
- The ""OCR Worker Health"" Grafana dashboard shows throughput, latency, and confidence scores, but no outage-specific behavior is documented.
- Known issues section covers low-quality scans, memory spikes, language support, and model retraining — none address outages.

No other details on resilience, retries during downtime, or downstream effects are present in the provided context.",0.439684329199549,correct,5824.094124996918,1553,201,0.005116,
unstructured__grok-build-0-1__r3__20260623T205112-438013,unstructured,Q023,What is the impact of the credit-bureau-integration service being unavailable?,impact,hard,mixed,"If the credit-bureau-integration service (which connects to ServicosBureau) is unavailable, the credit analysis flow is blocked. The credit-scoring-engine cannot compute accurate credit scores without bureau data, and the income-verification-service may lose a key data source for cross-referencing declared income. This would prevent credit-decision-service from making approval decisions, effectively pausing all new loan originations. Existing loans in collections or renegotiation would not be affected since they already have historical credit data. The system might fall back to cached bureau data if available, but fresh applications would need to queue until the integration is restored.","**Direct answer:**  
The provided documentation does not specify the impact of the credit-bureau-integration service (svc-18) being unavailable.

**Supporting details:**  
The documentation describes the service's normal role as the gateway that fetches credit reports from ServicosBureau after fraud checks, delivering `BureauReport` data (including credit history, debts, and bureau score) to internal services via an event-driven architecture. It notes that responses are cached in Redis with a 24-hour TTL to control costs and latency, and that the service handles external integration complexity (retries, circuit breaking, etc.). However, no information is given on failure modes, downstream dependencies, fallback behavior, or consequences of unavailability.

**Sources:**  
Credit Bureau Integration documentation (Service ID: svc-18, Team: team-credit, Domain: Credit Analysis) — Overview and Architecture sections.",0.5276225946617008,correct,4737.988583001425,2444,173,0.006618,
