run_id,approach,question_id,question,category,difficulty,required_knowledge_type,expected_answer,actual_answer,similarity_score,classification,latency_ms,tokens_input,tokens_output,estimated_cost,error
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q011,How does the appraisal-orchestrator-service coordinate between vehicle and property appraisals?,relational,medium,relational,"The appraisal-orchestrator-service acts as a router that determines which appraisal path to invoke based on the loan product type. For AutoCredit and AutoRefi products, it delegates to vehicle-appraisal-service which queries FIPE-API for pricing data. For HomeEquity and HomeRefi products, it delegates to property-appraisal-service which coordinates with InspecaoExpress for on-site inspections. Both paths produce an appraisal-report via the appraisal-report-service, normalizing the output regardless of collateral type.","The `appraisal-orchestrator-service` coordinates vehicle and property appraisals through a single unified orchestrator interface. Externally, both appraisal types result in the same `AppraisalCompleted` event; internally, the service routes each request to the appropriate collateral-type-specific workflow.

Supporting details:
- Vehicle and property appraisals have different internal workflows.
- The platform treats “appraisal” as one step in the proposal lifecycle.
- Using one orchestrator avoids separate event types and conditional subscription logic in the Proposal Service.
- The Proposal Service only needs to subscribe to `AppraisalCompleted`, regardless of whether the collateral is a vehicle or property.
- For property appraisals specifically, status updates are handled through both inbound webhooks and a scheduled polling fallback.

Sources:
- ADR-001: Unified Orchestrator vs. Separate Vehicle and Property Services
- ADR-002: Hybrid Polling + Webhook for Property Appraisal Status",0.44838921761998685,partial,3911.5867920045275,2365,262,0.015755,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q012,Which services in the registry domain depend on external integrations?,relational,easy,relational,"In the registry domain, the detran-integration-service depends on the external DETRAN-API for vehicle lien registration, and the cartorio-integration-service depends on the external Cartorio-Digital API for property lien registration. The registry-orchestrator-service coordinates these integrations, and registry-tracker-service monitors the status of registry requests which can take days to complete externally.","The only Registry-domain service documented here is **registry-orchestrator-service**, and it depends on external integrations/infrastructure such as **Kafka**, **PostgreSQL**, and registration channels like **DETRAN** and **cartorio**.

Supporting details:
- Domain: **Registry**
- Service: **registry-orchestrator-service**
- It routes lien registration to **DETRAN** for vehicles or **cartorio** for properties.
- It uses Kafka via:
  - `EventConsumer` listening for `contract_signed`
  - `EventPublisher` publishing `registry_requested`
- Local dependencies include **PostgreSQL** and **Kafka**.

The provided context does not mention any other Registry-domain services.

Sources: `registry-orchestrator-service` documentation — Overview, Getting Started, Architecture.",0.4610169491525424,partial,5657.930583009147,2259,327,0.0162,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q013,"What is the data flow between document-upload-service, ocr-worker, and document-classifier-service?",relational,easy,relational,"When a customer uploads a document, the document-upload-service stores the raw file in S3 and publishes a document_uploaded event. The ocr-worker consumes this event, extracts text content from the document image using OCR, and publishes a document_ocr_completed event. The document-classifier-service then consumes the OCR output and classifies the document type (e.g., income proof, vehicle registration, property deed) based on its content, publishing a document_classified event for downstream processing by document-validation-service.","The provided documentation only describes the flow from **ocr-worker → document-classifier-service**. It does **not** contain enough information to describe how **document-upload-service** hands off data to **ocr-worker**.

Supporting details:
- After OCR, the **document-classifier-service** receives the OCR result payload from **ocr-worker**, including:
  - extracted text
  - structured fields
- It classifies the document type, such as RG, CNH, income proof, or address proof.
- The classifier runs primarily as an **SQS consumer**.
- Classification flow:
  1. Parse OCR result payload
  2. Apply rule-based classification
  3. If confidence is below `0.85`, invoke the ML model
  4. Persist classification result
  5. Publish `documents_classified`

The role of **document-upload-service** and the exact handoff from upload to OCR are not described in the provided context.

Sources:
- `document-classifier-service` — Overview
- `document-classifier-service` — Architecture",0.4513981358189081,partial,5361.170874995878,2403,327,0.01692,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q014,How does the Saga pattern apply to the contract-registry-disbursement flow at CredityFlow?,relational,hard,architectural,"CredityFlow implements the Saga pattern to coordinate the contract signing, lien registry, and disbursement steps as a distributed transaction. After the contract is digitally signed via digital-signature-service, the registry-orchestrator-service initiates lien registration with DETRAN-API or Cartorio-Digital. Only after successful registry confirmation does the disbursement-service release funds via bank-transfer-integration with BancoParceiro. If any step fails, compensating transactions are triggered: a failed registry rolls back the contract status, and a failed disbursement triggers re-evaluation. This ensures data consistency without requiring a distributed two-phase commit.","The Saga pattern is used to orchestrate the contract-to-registry portion of the flow asynchronously via Kafka events. After a `contract_signed` event is received, the registry orchestrator starts tracking the Saga, sets `SagaState` to `IN_PROGRESS`, routes the registration request based on collateral type, and waits for downstream completion or failure events to either mark the Saga `COMPLETED` or trigger compensation.

The provided documentation does **not** describe the disbursement step, so I cannot confirm how Saga continues into disbursement from the available context.

Supporting details:
- `contract-generation-service` sends an inbound Kafka `contract_signed` event to trigger registration.
- The orchestrator persists registration requests and Saga state in PostgreSQL `registry_db`.
- For vehicle liens, it publishes `registry_requested` to `detran-integration-service`.
- For property liens, it publishes `registry_requested` to `cartorio-integration-service`.
- Downstream services publish completion or failure events consumed by the orchestrator to advance or compensate the Saga.
- Routing is based on collateral type, with the routing channel included as a header in the `registry_requested` event.

Sources:
- ADR-031-1: Saga Pattern for Registration Orchestration
- ADR-031-2: Routing by Collateral Type
- Integrations table
- Saga Tracking section",0.43592233009708736,partial,7150.948583002901,2143,385,0.01649,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q015,Why did CredityFlow choose event-driven choreography instead of centralized orchestration for the lending pipeline?,explanatory,hard,architectural,"CredityFlow chose event-driven choreography for the main lending pipeline to achieve loose coupling between domains, allowing each team to develop and deploy independently. Choreography avoids a single orchestrator becoming a bottleneck or single point of failure across the entire pipeline. Each domain reacts to events and publishes its own events, enabling parallel processing where possible. However, for tightly coupled sub-flows like the contract-registry-disbursement sequence, they use the Saga pattern with local orchestration where strict ordering and compensating transactions are needed.","CredityFlow’s documentation does **not explicitly state why** event-driven choreography was chosen over centralized orchestration.

What it does say is that CredityFlow uses an event-driven architecture with **SNS-SQS fan-out as the primary pattern**, where an SNS topic broadcasts events to multiple SQS queues so that **independent services can react in parallel without coupling**. This implies benefits such as service decoupling and parallel processing across the lending pipeline, but the docs do not provide a direct architectural decision rationale versus orchestration.

Supporting details:
- Events flow through the full lending pipeline: lead capture, eligibility, credit analysis, contract signing, disbursement, and collections.
- SNS-SQS fan-out allows multiple independent services to consume the same event.
- Direct SQS is used only for internal point-to-point steps requiring exactly one consumer.

Sources:
- CredityFlow Event Catalog — Overview
- CredityFlow Event Catalog — Messaging patterns",0.5245494095711623,correct,6579.779708990827,2492,336,0.0175,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q016,Why does CredityFlow separate biometrics-capture-service from liveness-worker and face-match-service?,explanatory,hard,architectural,"CredityFlow separates these services to follow the single-responsibility principle and enable independent scaling. The biometrics-capture-service handles real-time interaction with the customer's device to capture images, requiring low latency. The liveness-worker performs computationally intensive anti-spoofing analysis asynchronously, allowing it to scale based on processing queue depth. The face-match-service compares the captured face against the document photo, which is a distinct ML workload. This separation also allows each component to be updated independently as biometric technology evolves.","CredityFlow separates `biometrics-capture-service` from `liveness-worker` and `face-match-service` so biometric verification can run as an orchestrated, event-driven pipeline instead of a single synchronous endpoint.

Supporting details:
- `biometrics-capture-service` owns the `BiometricSession` state machine and coordinates the flow.
- It does **not** perform liveness detection or face matching itself.
- `liveness-worker` handles liveness detection.
- `face-match-service` handles face matching against the ID document photo.
- This separation was introduced after the previous monolithic verification endpoint caused frequent timeouts and made partial retries impossible.

Sources:
- Biometrics Capture Service — Overview",0.48798798798798804,correct,4968.1741669919575,2138,221,0.014005,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q017,Why does the credit-analysis domain use the CQRS pattern?,explanatory,medium,architectural,"The credit-analysis domain uses CQRS to separate the write path (credit scoring computations involving ML models, bureau data aggregation, and income verification) from the read path (querying existing scores for decision-making, reporting, and audit). This separation allows the write side to run complex, resource-intensive computations on dedicated infrastructure while the read side serves fast queries from optimized read models. It also enables the credit-decision-service to query historical scores without impacting ongoing scoring operations, and supports regulatory requirements for audit trails of scoring decisions.","The credit-analysis domain uses CQRS to optimise two different workloads separately: high-throughput asynchronous score computation on the write side, and low-latency score retrieval on the read side.

Supporting details:
- **Write side:** Kafka consumers ingest domain events, build feature vectors, run XGBoost model inference, and persist results to PostgreSQL. This path is optimised for throughput and batch-friendly async processing.
- **Read side:** A FastAPI REST endpoint serves already pre-computed scores by `proposal_id`, using simple indexed lookups. This path is optimised for low latency.

Sources: `credit-scoring-engine` (`svc-20`) Overview.",0.5424785658612626,correct,4097.312124999007,975,183,0.00762,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q018,Why does CredityFlow use a dedicated notification-template-service instead of embedding templates in the notification-service?,explanatory,medium,architectural,"CredityFlow separates the notification-template-service to allow business and compliance teams to manage notification content independently of the delivery infrastructure. Templates can be versioned, A/B tested, and updated without redeploying the notification-service. This also supports regulatory requirements where notification wording must be reviewed and approved. The notification-service focuses on delivery channels (email, SMS, push) and retry logic, while the template service handles content rendering, localization, and variable interpolation.","CredityFlow uses a dedicated `notification-template-service` to centralize and manage customer-facing message templates separately from message dispatch.

Supporting details:
- The service manages the full template lifecycle: creation, versioning, variable validation, and rendering.
- Templates are shared across channels: email, SMS, push, and WhatsApp.
- Each template can have multiple versions, with one active version at a time.
- `notification-service` (`svc-49`) consumes this service by calling its render endpoint during dispatch, instead of owning template logic itself.
- Back-office users manage templates through the ops portal via `backoffice-bff`, which would be harder if templates were embedded directly in `notification-service`.

Sources: Notification Template Service overview and architecture documentation.",0.5003615328994939,correct,4801.628125002026,1668,260,0.01224,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q019,How does the feature-flag-service integrate with LaunchDarkly to support gradual rollouts?,explanatory,medium,operational,"The feature-flag-service acts as an internal abstraction layer over LaunchDarkly, providing a consistent API for all CredityFlow services to query feature flags. It caches flag states in Redis to reduce external API calls and provide resilience if LaunchDarkly is unavailable. Services query the feature-flag-service to determine whether new features, policy changes, or experimental flows should be enabled for specific customer segments. This enables gradual rollouts of new credit policies, product rules, or UI features with the ability to quickly disable them if issues are detected.","The documentation does not specify how gradual rollouts are implemented or evaluated.

It only states that the Feature Flag Service integrates with LaunchDarkly by acting as a centralized caching proxy: services query this service instead of integrating the LaunchDarkly SDK directly. It provides low-latency flag lookup, Redis-backed resilience, and local overrides for non-production environments.

Supporting details:
- The service sits “in front of LaunchDarkly” as a caching proxy.
- It centralizes flag evaluation so all services query one point.
- Redis stores cached flag state so the last known state can be served if LaunchDarkly is unreachable.
- Local overrides are supported outside production.

Sources: Feature Flag Service — Overview, Getting Started.",0.5562130177514792,correct,4789.315208996413,1931,246,0.013345,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q020,"Why does CredityFlow encrypt PII at rest and in transit, and which services are most affected?",explanatory,hard,mixed,"CredityFlow encrypts PII at rest and in transit to comply with LGPD (Brazil's data protection law) and financial sector regulations. Services most affected include lead-intake-service and customer-service (which store personal identity data), proposal-service (which stores financial information), document-store-service (which stores scanned identity documents), and biometrics-capture-service (which handles biometric data). The encryption adds operational complexity including key rotation management and performance overhead for encryption/decryption operations, but is a non-negotiable regulatory requirement for a lending fintech.","CredityFlow encrypts PII to reduce LGPD/compliance risk, avoid plaintext PII storage, and centralize control/audit of sensitive customer data. At rest, PII is encrypted in `customer-service` using AWS KMS envelope encryption. In transit, the documentation specifically mentions encrypted event payloads when other services receive PII asynchronously.

The services most affected are:
- `customer-service`: exclusive owner of all PII and responsible for storage, encryption/decryption, DSAR/right-to-deletion handling.
- Services that need PII in real time via REST: degraded if `customer-service` is unavailable.
- Event consumers receiving encrypted PII payloads: `proposal-service`, `fraud-decision-service`, `credit-decision-service`, and the analytics pipeline.

Supporting details:
- All PII is owned only by `customer-service`; other services should store only `customer_id`.
- PII in PostgreSQL is not stored plaintext; each customer record uses a DEK encrypted by a KMS CMK.
- Decryption requires IAM-authorized KMS access, adding auditability via CloudTrail and operational coordination for services needing PII access.
- The docs do not provide full details on general REST/TLS “in transit” encryption, only encrypted event payloads.

Sources: ADR-001, ADR-002, Integration Patterns.",0.43198338525441327,partial,8609.1394170071,2389,462,0.018875,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q021,Why does the collections domain include both a negotiation-engine-service and a renegotiation-simulation-service?,explanatory,hard,architectural,"The negotiation-engine-service and renegotiation-simulation-service serve different purposes in the collections workflow. The negotiation-engine-service handles real-time negotiation with delinquent customers, applying business rules to determine acceptable payment terms and discount thresholds. The renegotiation-simulation-service allows customers or agents to explore hypothetical renegotiation scenarios (different terms, rates, or payment schedules) without committing, providing transparency and informed decision-making. Separating simulation from execution prevents accidental modifications to live contracts and allows the simulation logic to be more permissive in what it explores.","The provided documentation does not explain why both services exist. It only documents `negotiation-engine-service`, which already includes a simulation flow and an acceptance flow.

Supporting details:
- `negotiation-engine-service` generates settlement offers for overdue borrowers.
- Its simulation endpoint is stateless/read-only, calls billing-service and customer-service, applies discount rules, and does not persist results.
- Its acceptance endpoint is stateful: it transitions a persisted offer to `ACCEPTED` and publishes `negotiation_accepted`.
- No documentation for `renegotiation-simulation-service` is included, so its purpose or distinction cannot be confirmed.

Sources: `negotiation-engine-service` Overview and Architecture.",0.4421199442119944,correct,6439.168375000008,2298,236,0.01503,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q022,What would happen if the ocr-worker experienced a prolonged outage?,impact,hard,mixed,"A prolonged ocr-worker outage would block the entire document processing pipeline. Uploaded documents would accumulate in the SQS queue as unprocessed items. Without OCR, the document-classifier-service cannot classify documents, and the document-validation-service cannot validate them. This would stall onboarding for new loan applications since required documents (identity, income proof, collateral documentation) could not be verified. The impact would cascade to credit analysis (which needs validated documents), appraisal (which needs collateral documentation), and ultimately delay disbursement. The backoffice-bff might need to provide a manual document entry workaround.","A prolonged `ocr-worker` outage would be detected through monitoring/alerts, but the documentation does not specify the full business or downstream impact.

Supporting details:
- Alerts would fire for **pod crash loops** if the worker pods are repeatedly failing.
- If messages stop being processed, **queue depth growing continuously for >15 minutes** would trigger an alert.
- The `sqs_messages_in_flight` metric is monitored, along with OCR processing success/failure/retry counts.
- The Grafana dashboard **“OCR Worker Health”** can be used to inspect throughput and latency.

The docs do **not** state whether documents are lost, retried indefinitely, moved to a DLQ, or how customer-facing flows are affected.

Sources: Monitoring / Alerts / Dashboard sections.",0.47889273356401385,correct,5592.324249999365,1476,241,0.010995,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q023,What is the impact of the credit-bureau-integration service being unavailable?,impact,hard,mixed,"If the credit-bureau-integration service (which connects to ServicosBureau) is unavailable, the credit analysis flow is blocked. The credit-scoring-engine cannot compute accurate credit scores without bureau data, and the income-verification-service may lose a key data source for cross-referencing declared income. This would prevent credit-decision-service from making approval decisions, effectively pausing all new loan originations. Existing loans in collections or renegotiation would not be affected since they already have historical credit data. The system might fall back to cached bureau data if available, but fresh applications would need to queue until the integration is restored.","The documentation does not explicitly state the operational impact of the service being unavailable.

Based on its described role, if `credit-bureau-integration` is unavailable, CredityFlow may be unable to fetch and provide external credit bureau reports to downstream credit analysis services. This could prevent access to applicants’ credit history, outstanding debts, and bureau score after fraud checks.

Supporting details:
- The service is the gateway between CredityFlow’s credit analysis pipeline and external credit bureaus.
- It retrieves full credit profiles from ServicosBureau after fraud checks.
- It makes normalized `BureauReport` data available to internal services via an event-driven architecture.

Sources:
- Credit Bureau Integration — Overview  
- Credit Bureau Integration — Architecture",0.5582944703530979,correct,4939.302957995096,2413,218,0.015335,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q024,How would a Kong API Gateway failure affect CredityFlow's operations?,impact,medium,architectural,"A Kong API Gateway failure would block all external-facing traffic, making the customer-portal-bff and any public APIs inaccessible. Customers would be unable to submit applications, upload documents, sign contracts, or make payments through the portal. However, internal service-to-service communication via Istio service mesh would continue to function, meaning in-progress loan applications already in the pipeline could continue processing. The backoffice-bff might also be affected if it routes through Kong, impacting internal operations. Recovery would require restoring the gateway or routing traffic through a backup ingress.","Direct answer: The documentation does not contain enough information to determine the specific impact of a Kong API Gateway failure on CredityFlow operations.

Supporting details:
- The docs state CredityFlow uses a microservices architecture deployed on AWS EKS.
- They list critical domains such as Credit Analysis, Contract, Disbursement, and Fraud Prevention.
- However, Kong API Gateway is not mentioned, nor is there any documented dependency between Kong and CredityFlow services.

If Kong fronts customer or internal APIs, a failure could potentially affect access to microservices, but that is not confirmed by the provided documentation.

Sources:
- CredityFlow — Company Overview: Architecture Overview, Business Domains.",0.5003668378576669,correct,7870.797041992773,2467,318,0.017105,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q025,What would be the impact of losing the Redis cache cluster?,impact,medium,operational,"Losing the Redis cache cluster would cause a performance degradation across multiple services but would not cause a complete outage if services implement cache-miss fallbacks. The eligibility-service would need to fetch product rules from the database on every request, increasing latency. The feature-flag-service would need to query LaunchDarkly directly for every flag evaluation, increasing external API costs and latency. The customer-portal-bff would lose session caching, potentially requiring re-authentication. The credit-policy-service would experience slower policy lookups. Overall, the system would remain functional but with significantly higher database and external API load.","Losing the Redis cache cluster would not stop liveness processing. The worker degrades gracefully by processing images again instead of using cached results.

Supporting details:
- Duplicate submissions would no longer be deduplicated.
- GPU compute usage/costs would increase by roughly 8%.
- Duplicate image processing could again produce slightly different confidence scores due to non-deterministic GPU floating point operations, potentially confusing the orchestrator.

Sources: ADR-002: Redis Deduplication Cache.",0.48841059602649006,partial,3794.12679199595,1300,170,0.00905,
unstructured__gpt-5-5__r3__20260623T192139-5103bf,unstructured,Q026,What happens if the digital-signature-service integration with DocuSign-BR fails during contract signing?,impact,hard,mixed,"If the digital-signature-service integration with DocuSign-BR fails during contract signing, the contract workflow stalls at the signing step. Since the Saga pattern governs the contract-registry-disbursement flow, the registry-orchestrator-service will not initiate lien registration without a signed contract, and disbursement-service will not release funds. The customer would need to retry the signing process once the integration is restored. The contract-generation-service output remains valid and does not need regeneration. The notification-service would alert the customer about the signing failure, and the case-management-service in backoffice would create a case for manual follow-up if the failure persists.","The documentation does not specify what happens if the `digital-signature-service` integration with DocuSign-BR fails during contract signing.

Supporting details:
- The docs describe the successful flow: DocuSign-BR sends signing callbacks, `SignatureStatus` is updated, and on completion the service downloads the `SignatureCertificate` and publishes a `contract_signed` Kafka event.
- The only documented failure behavior is for invalid DocuSign-BR webhooks: callbacks failing HMAC-SHA256 validation receive HTTP `401` and are logged with the source IP.
- There is no documented retry, timeout, fallback, compensation, or error-status behavior for DocuSign-BR REST/API failures during signing.

Sources: Integrations table; ADR-001 HMAC Validation for Webhook Security.",0.5070422535211268,correct,6720.394542004215,2428,225,0.015515,
